date, category, entityName, count, amount
2022-4Q,districts,coimbatore,12780,15595276.0
2022-4Q,pincodes,560068,3419,4310528.0
2022-4Q,pincodes,500072,2486,3151661.0
2022-4Q,pincodes,560043,2468,3499600.0
2022-4Q,pincodes,560037,2424,3146560.0
2022-4Q,pincodes,560076,2391,3129589.0
2022-4Q,pincodes,560078,2388,3105356.0
2022-4Q,pincodes,201301,2193,2399892.0
2022-4Q,pincodes,421302,2085,2245940.0
2022-4Q,pincodes,122001,2037,2580157.0
2022-4Q,pincodes,560058,1998,2274976.0
2022-3Q,states,karnataka,110273,144605784.0
2022-3Q,states,maharashtra,90958,113835208.0
2022-3Q,states,uttar pradesh,64514,87703512.0
2022-3Q,states,tamil nadu,64356,79747520.0
2022-3Q,states,kerala,54587,85390924.0
2022-3Q,states,telangana,51465,64798126.0
2022-3Q,states,west bengal,47853,59092307.0
2022-3Q,states,andhra pradesh,39301,48791931.0
2022-3Q,states,delhi,35944,41570160.0
2022-3Q,states,haryana,35346,45402800.0
2022-3Q,districts,bengaluru urban,64593,79303480.0
2022-3Q,districts,pune,19899,24823260.0
2022-3Q,districts,thane,13402,15693837.0
2022-3Q,districts,chennai,12059,12069618.0
2022-3Q,districts,rangareddy,11801,15523643.0
2022-3Q,districts,mumbai suburban,11136,11840245.0
2022-3Q,districts,hyderabad,10560,12374531.0
2022-3Q,districts,medchal malkajgiri,10158,12806190.0
2022-3Q,districts,gurugram,10085,10744733.0
2022-3Q,districts,jaipur,9778,11871696.0
2022-3Q,pincodes,560068,2861,3528404.0
2022-3Q,pincodes,500072,2176,2594114.0
2022-3Q,pincodes,560037,2120,2606805.0
2022-3Q,pincodes,560043,2030,2571392.0
2022-3Q,pincodes,560076,1945,2478555.0
2022-3Q,pincodes,122001,1932,1913882.0
2022-3Q,pincodes,560078,1912,2228186.0
2022-3Q,pincodes,201301,1886,1908594.0
2022-3Q,pincodes,560058,1610,1917287.0
2022-3Q,pincodes,560091,1561,1858018.0
2022-2Q,states,karnataka,93385,123228632.0
2022-2Q,states,maharashtra,80935,104603934.0
