state, date, registeredUsers, appOpens
telangana,2022-4Q,25656381,1731228513
telangana,2022-3Q,24506111,1255597644
telangana,2022-2Q,23314363,1276259370
telangana,2022-1Q,22150612,1168864524
telangana,2019-4Q,11220691,399239044
telangana,2019-3Q,10090557,318124511
telangana,2019-2Q,9046007,80842302
telangana,2019-1Q,7963425,0
telangana,2023-4Q,29902636,1520428750
telangana,2023-3Q,28896668,993742805
telangana,2023-2Q,27814633,1339967792
telangana,2023-1Q,26804259,1305656447
telangana,2018-4Q,6529679,0
telangana,2018-3Q,5138501,0
telangana,2018-2Q,4260115,0
telangana,2018-1Q,3315560,0
telangana,2020-4Q,15927797,764614235
telangana,2020-3Q,14590882,527781925
telangana,2020-2Q,13378191,367130505
telangana,2020-1Q,12306860,454723816
mizoram,2024-2Q,171540,44171046
mizoram,2024-1Q,165126,50294364
mizoram,2021-4Q,108405,2094118
mizoram,2021-3Q,100647,5385718
mizoram,2021-2Q,92552,4014597
mizoram,2021-1Q,85750,1193214
mizoram,2022-4Q,132870,3144551
mizoram,2022-3Q,127735,15557163
mizoram,2022-2Q,121535,16646550
mizoram,2022-1Q,115295,14886657
mizoram,2019-4Q,39809,529168
mizoram,2019-3Q,34134,457834
mizoram,2019-2Q,28696,133025
mizoram,2019-1Q,23670,0
mizoram,2023-4Q,157627,9424810
mizoram,2023-3Q,151378,29019443
mizoram,2023-2Q,145061,21868647
mizoram,2023-1Q,138751,24403694
mizoram,2018-4Q,19365,0
mizoram,2018-3Q,14502,0
mizoram,2018-2Q,10422,0
mizoram,2018-1Q,7593,0
mizoram,2020-4Q,78731,1096182
mizoram,2020-3Q,68315,924865
mizoram,2020-2Q,55574,739308
mizoram,2020-1Q,46499,644683
karnataka,2024-2Q,45290606,2195010418
karnataka,2024-1Q,43668141,2186015502
karnataka,2021-4Q,29459646,1941558513
karnataka,2021-3Q,27614221,1366781087
karnataka,2021-2Q,25751023,1051089714
karnataka,2021-1Q,24095832,1084917385
karnataka,2022-4Q,36081698,3011645011
karnataka,2022-3Q,34493994,2148016434
karnataka,2022-2Q,32831447,2065359837
karnataka,2022-1Q,31200349,1727054045
karnataka,2019-4Q,15385416,569674870
karnataka,2019-3Q,13635075,445683660
karnataka,2019-2Q,11968087,113024811
karnataka,2019-1Q,10266174,0
karnataka,2023-4Q,42031396,2565539566
karnataka,2023-3Q,40634390,2284389284
karnataka,2023-2Q,39122314,2521576765
karnataka,2023-1Q,37681426,2498025288
karnataka,2018-4Q,8315802,0
karnataka,2018-3Q,6372649,0
karnataka,2018-2Q,5030665,0
karnataka,2018-1Q,3717763,0
karnataka,2020-4Q,22400182,935510690
karnataka,2020-3Q,20487550,693683212
karnataka,2020-2Q,18655366,490510075
karnataka,2020-1Q,17016980,626488036
lakshadweep,2024-2Q,8895,683424
lakshadweep,2024-1Q,8578,645375
lakshadweep,2021-4Q,5638,67320
lakshadweep,2021-3Q,5287,49127
lakshadweep,2021-2Q,4896,40301
lakshadweep,2021-1Q,4577,47283
lakshadweep,2022-4Q,6961,72377
lakshadweep,2022-3Q,6645,18111
lakshadweep,2022-2Q,6327,38450
lakshadweep,2022-1Q,5990,45410
lakshadweep,2019-4Q,2427,17760
lakshadweep,2019-3Q,2117,15038
lakshadweep,2019-2Q,1747,4580
lakshadweep,2019-1Q,1416,0
lakshadweep,2023-4Q,8225,924554
lakshadweep,2023-3Q,7912,294406
lakshadweep,2023-2Q,7585,90501
lakshadweep,2023-1Q,7267,43821
lakshadweep,2018-4Q,1156,0
lakshadweep,2018-3Q,918,0
lakshadweep,2018-2Q,686,0
lakshadweep,2018-1Q,501,0
lakshadweep,2020-4Q,4179,41144
lakshadweep,2020-3Q,3644,32128
lakshadweep,2020-2Q,3187,29202
lakshadweep,2020-1Q,2772,21982
gujarat,2024-2Q,28439885,2418997443
gujarat,2024-1Q,27381972,2391800188
gujarat,2021-4Q,18139201,487846209
gujarat,2021-3Q,16946761,379987151
gujarat,2021-2Q,15735981,282432543
gujarat,2021-1Q,14670126,264732874
gujarat,2022-4Q,22412353,790984595
gujarat,2022-3Q,21394721,699121904
gujarat,2022-2Q,20321596,609943436
gujarat,2022-1Q,19265314,521776939
gujarat,2019-4Q,9323799,147973757
gujarat,2019-3Q,8429299,129441484
gujarat,2019-2Q,7574645,34890301
gujarat,2019-1Q,6652536,0
gujarat,2023-4Q,26312655,1950081065
gujarat,2023-3Q,25383429,1679035143
gujarat,2023-2Q,24396768,1057626015
gujarat,2023-1Q,23436230,918468944
gujarat,2018-4Q,5579040,0
gujarat,2018-3Q,4433183,0
gujarat,2018-2Q,3565825,0
gujarat,2018-1Q,2690048,0
gujarat,2020-4Q,13605203,230497353
gujarat,2020-3Q,12467847,184402472
gujarat,2020-2Q,11392657,155264359
gujarat,2020-1Q,10259843,165605122
bihar,2024-2Q,27786576,1034146507
bihar,2024-1Q,26765201,945228349
bihar,2021-4Q,17335981,647400838
bihar,2021-3Q,16160771,421801379
bihar,2021-2Q,14972134,371198660
bihar,2021-1Q,13946288,355792608
bihar,2022-4Q,21738117,834827202
bihar,2022-3Q,20694376,336807385
bihar,2022-2Q,19569894,348588438
bihar,2022-1Q,18484658,316991599
bihar,2019-4Q,8342274,163998097
bihar,2019-3Q,7380265,126521298
bihar,2019-2Q,6589759,39607022
bihar,2019-1Q,5745117,0
bihar,2023-4Q,25695856,1822737403
bihar,2023-3Q,24776510,623923391
bihar,2023-2Q,23781971,556071386
bihar,2023-1Q,22796011,455886560
bihar,2018-4Q,4776665,0
bihar,2018-3Q,3784535,0
bihar,2018-2Q,3005872,0
bihar,2018-1Q,2133804,0
bihar,2020-4Q,12889833,317056600
bihar,2020-3Q,11763213,266652644
bihar,2020-2Q,10603767,218435035
bihar,2020-1Q,9351234,183868505
sikkim,2024-2Q,304650,45285995
sikkim,2024-1Q,293821,19584360
sikkim,2021-4Q,197407,5525552
sikkim,2021-3Q,184693,5714565
sikkim,2021-2Q,171740,4541121
sikkim,2021-1Q,160213,2795331
sikkim,2022-4Q,241968,8948864
sikkim,2022-3Q,232025,18748536
sikkim,2022-2Q,220994,16993937
sikkim,2022-1Q,209616,12440193
sikkim,2019-4Q,92972,1552004
sikkim,2019-3Q,82128,1316804
sikkim,2019-2Q,70999,398520
sikkim,2019-1Q,58956,0
sikkim,2023-4Q,282575,15838198
sikkim,2023-3Q,272829,34906306
sikkim,2023-2Q,262728,28470875
sikkim,2023-1Q,252440,18927227
sikkim,2018-4Q,48538,0
sikkim,2018-3Q,37637,0
sikkim,2018-2Q,28097,0
sikkim,2018-1Q,20051,0
sikkim,2020-4Q,148543,2478670
sikkim,2020-3Q,134773,2156470
sikkim,2020-2Q,119921,1912335
sikkim,2020-1Q,104631,1697163
uttar-pradesh,2024-2Q,58199149,3406733148
uttar-pradesh,2024-1Q,56028765,3113045884
uttar-pradesh,2021-4Q,36617655,1175923794
uttar-pradesh,2021-3Q,34151882,803890116
uttar-pradesh,2021-2Q,31651894,673598864
uttar-pradesh,2021-1Q,29482075,639718324
uttar-pradesh,2022-4Q,45648650,1682003791
uttar-pradesh,2022-3Q,43537920,1035702397
uttar-pradesh,2022-2Q,41247289,947480495
uttar-pradesh,2022-1Q,38999692,836926025
uttar-pradesh,2019-4Q,17949542,324068625
uttar-pradesh,2019-3Q,16044607,268142606
uttar-pradesh,2019-2Q,14316349,78394040
uttar-pradesh,2019-1Q,12458661,0
uttar-pradesh,2023-4Q,53799813,3620813944
uttar-pradesh,2023-3Q,51870932,2143192720
uttar-pradesh,2023-2Q,49829833,1731600947
uttar-pradesh,2023-1Q,47806049,1401343916
uttar-pradesh,2018-4Q,10341964,0
uttar-pradesh,2018-3Q,8096483,0
uttar-pradesh,2018-2Q,6442554,0
uttar-pradesh,2018-1Q,4694250,0
uttar-pradesh,2020-4Q,27249134,552220798
uttar-pradesh,2020-3Q,24838116,450784508
uttar-pradesh,2020-2Q,22498519,383703534
uttar-pradesh,2020-1Q,20136256,374282083
tripura,2024-2Q,876724,97341017
tripura,2024-1Q,842135,81407836
tripura,2021-4Q,546292,10728702
tripura,2021-3Q,509929,12279146
tripura,2021-2Q,472153,9500881
tripura,2021-1Q,439636,6009660
tripura,2022-4Q,678741,16107610
tripura,2022-3Q,649143,24123569
tripura,2022-2Q,615782,21343111
tripura,2022-1Q,582124,19322963
tripura,2019-4Q,272298,3610807
tripura,2019-3Q,245456,3350991
tripura,2019-2Q,217644,953627
tripura,2019-1Q,183254,0
tripura,2023-4Q,806344,43591962
tripura,2023-3Q,774678,49942954
tripura,2023-2Q,743024,30819207
tripura,2023-1Q,710884,29736641
tripura,2018-4Q,153265,0
tripura,2018-3Q,116874,0
tripura,2018-2Q,83369,0
tripura,2018-1Q,55157,0
tripura,2020-4Q,409110,6017249
tripura,2020-3Q,376731,5777908
tripura,2020-2Q,336666,4443221
tripura,2020-1Q,299962,4063223
maharashtra,2024-2Q,70597223,3406640277
maharashtra,2024-1Q,68016876,3226964743
maharashtra,2021-4Q,45482506,2031739248
maharashtra,2021-3Q,42581217,1565370852
maharashtra,2021-2Q,39664697,1208083592
maharashtra,2021-1Q,37077537,1101976484
maharashtra,2022-4Q,55954028,2982202696
maharashtra,2022-3Q,53432602,2638663712
maharashtra,2022-2Q,50802786,2492946019
maharashtra,2022-1Q,48227630,2157769514
maharashtra,2019-4Q,23745297,543654112
maharashtra,2019-3Q,21313081,439998413
maharashtra,2019-2Q,18776975,109967705
maharashtra,2019-1Q,16284451,0
maharashtra,2023-4Q,65422120,3694003155
maharashtra,2023-3Q,63150997,3152984827
maharashtra,2023-2Q,60766850,3363859330
maharashtra,2023-1Q,58470784,3144152925
maharashtra,2018-4Q,13381602,0
maharashtra,2018-3Q,10435033,0
maharashtra,2018-2Q,8222371,0
maharashtra,2018-1Q,6106994,0
maharashtra,2020-4Q,34432631,952006770
maharashtra,2020-3Q,31409513,668197101
maharashtra,2020-2Q,28765086,506354812
maharashtra,2020-1Q,26168390,615146568
madhya-pradesh,2024-2Q,29324466,4877924433
madhya-pradesh,2024-1Q,28238554,4395383187
madhya-pradesh,2021-4Q,18456243,956630781
madhya-pradesh,2021-3Q,17210233,929572924
madhya-pradesh,2021-2Q,15940935,727741649
madhya-pradesh,2021-1Q,14839427,482500276
madhya-pradesh,2022-4Q,22913924,1388282818
madhya-pradesh,2022-3Q,21884220,2026371749
madhya-pradesh,2022-2Q,20766417,1902866132
madhya-pradesh,2022-1Q,19656147,1678266475
madhya-pradesh,2019-4Q,9165241,237844976
madhya-pradesh,2019-3Q,8180664,192353380
madhya-pradesh,2019-2Q,7301172,50642151
madhya-pradesh,2019-1Q,6414403,0
madhya-pradesh,2023-4Q,27078072,1780548760
madhya-pradesh,2023-3Q,26109033,3495164168
madhya-pradesh,2023-2Q,25042930,2945628722
madhya-pradesh,2023-1Q,24002818,2588256407
madhya-pradesh,2018-4Q,5365442,0
madhya-pradesh,2018-3Q,4309309,0
madhya-pradesh,2018-2Q,3441662,0
madhya-pradesh,2018-1Q,2553603,0
madhya-pradesh,2020-4Q,13737947,405571446
madhya-pradesh,2020-3Q,12564224,324850994
madhya-pradesh,2020-2Q,11374423,253770044
madhya-pradesh,2020-1Q,10151371,262452480
