date, registeredUsers, appOpens
2019-4Q,Apple,216607,0.06181816002452098
2019-4Q,Realme,169629,0.048410959326335115
2019-4Q,OnePlus,96332,0.027492495586394508
2019-4Q,Motorola,92194,0.026311538617407045
2019-4Q,Lenovo,84283,0.024053793189263054
2019-4Q,Others,303020,0.08647984068211252
2019-3Q,Xiaomi,747507,0.2499218479131972
2019-3Q,Samsung,622999,0.208293783640921
2019-3Q,Vivo,304898,0.10193974315295776
2019-3Q,Oppo,292609,0.09783103301511921
2019-3Q,Apple,189074,0.06321509159424574
2019-3Q,Huawei,183186,0.06124649485801061
2019-3Q,Realme,138602,0.04634025897344768
2019-3Q,OnePlus,87906,0.02939053408551025
2019-3Q,Motorola,82456,0.027568378478770885
2019-3Q,Lenovo,75786,0.02533832748850454
2019-3Q,Others,265940,0.08891450679931513
2019-2Q,Xiaomi,646056,0.2533387029163188
2019-2Q,Samsung,526625,0.2065060837192231
2019-2Q,Vivo,249735,0.09792888073604591
2019-2Q,Oppo,241558,0.09472242406085563
2019-2Q,Apple,164485,0.0644996974707931
2019-2Q,Huawei,150573,0.05904436846684943
2019-2Q,Realme,116766,0.04578758959707345
2019-2Q,OnePlus,79737,0.03126736405890281
2019-2Q,Motorola,74622,0.029261613062987638
2019-2Q,Lenovo,70249,0.02754682340411432
2019-2Q,Others,229761,0.09009645250683583
2019-1Q,Xiaomi,548894,0.2568977976471293
2019-1Q,Samsung,438229,0.2051034716449876
2019-1Q,Vivo,202577,0.09481172166932507
2019-1Q,Oppo,195876,0.09167546559432076
2019-1Q,Apple,141765,0.06634999887673264
2019-1Q,Huawei,121756,0.05698522528999019
2019-1Q,Realme,98968,0.0463198017058687
2019-1Q,OnePlus,72822,0.03408273987374475
2019-1Q,Motorola,63627,0.029779221800372926
2019-1Q,Lenovo,58335,0.027302417271358927
2019-1Q,Others,193775,0.09069213862616914
2023-4Q,null,null,null
2023-3Q,null,null,null
2023-2Q,null,null,null
2023-1Q,null,null,null
2018-4Q,Xiaomi,453011,0.25778426996470777
2018-4Q,Samsung,360358,0.20506041565423833
2018-4Q,Vivo,159235,0.09061210042985764
2018-4Q,Oppo,155311,0.08837916243201319
2018-4Q,Apple,119247,0.06785707375865377
2018-4Q,Huawei,94927,0.054017865780168275
2018-4Q,Realme,82116,0.04672781259709354
2018-4Q,OnePlus,62694,0.03567579379124875
2018-4Q,Motorola,55176,0.031397703101188966
2018-4Q,Lenovo,51340,0.029214841184845613
2018-4Q,Others,163911,0.09327296130598421
2018-3Q,Xiaomi,347221,0.2576591832282327
2018-3Q,Samsung,278349,0.20655195392097644
2018-3Q,Vivo,114342,0.0848487456941907
2018-3Q,Oppo,113855,0.08448736195809135
2018-3Q,Apple,93612,0.06946581992552675
2018-3Q,Huawei,69424,0.051516847012239554
2018-3Q,Realme,63176,0.04688044951090756
2018-3Q,OnePlus,52471,0.03893668586625982
2018-3Q,Motorola,43126,0.03200212526287513
2018-3Q,Lenovo,40146,0.029790783304813453
2018-3Q,Others,131876,0.09786004431588649
2018-2Q,Xiaomi,275516,0.2583155429421135
2018-2Q,Samsung,221630,0.20779364458783015
2018-2Q,Oppo,85046,0.07973658032584309
2018-2Q,Vivo,82708,0.07754454160795135
2018-2Q,Apple,78756,0.07383926487009498
2018-2Q,Huawei,50881,0.047704500429875854
2018-2Q,Realme,49568,0.04647347098736437
2018-2Q,OnePlus,43088,0.04039801722691164
2018-2Q,Lenovo,34031,0.03190644551264923
2018-2Q,Motorola,33926,0.031808000660049296
2018-2Q,Others,111437,0.10447999084931656
2018-1Q,Xiaomi,202313,0.2579917468349265
2018-1Q,Samsung,163022,0.2078874345816798
2018-1Q,Apple,60282,0.07687226467257685
2018-1Q,Oppo,59417,0.07576920722687533
2018-1Q,Vivo,56537,0.07209659977760322
2018-1Q,Realme,36851,0.04699279760872448
2018-1Q,Huawei,36819,0.046951990859288126
2018-1Q,OnePlus,34552,0.044061087703906224
2018-1Q,Lenovo,25828,0.03293614763881946
2018-1Q,Motorola,24841,0.03167751446089183
2018-1Q,Others,83722,0.10676320863470819
2020-4Q,Xiaomi,1466789,0.22964618597065461
2020-4Q,Samsung,1399186,0.21906199757670416
2020-4Q,Vivo,811546,0.12705879553210506
2020-4Q,Oppo,707082,0.11070350573156902
2020-4Q,Huawei,402396,0.06300068152259632
2020-4Q,Apple,364712,0.05710072803772689
2020-4Q,Realme,332456,0.05205060332676339
2020-4Q,Lenovo,139386,0.021822813831918336
2020-4Q,Motorola,134213,0.02101290884897519
2020-4Q,OnePlus,127085,0.019896921468650665
2020-4Q,Others,502318,0.07864485815233635
2020-3Q,Xiaomi,1299988,0.2328767712233309
2020-3Q,Samsung,1205428,0.21593751679415293
2020-3Q,Vivo,688186,0.12328001003170735
2020-3Q,Oppo,608874,0.10907224620676065
2020-3Q,Huawei,356331,0.06383229134944378
2020-3Q,Apple,315220,0.05646776418322197
2020-3Q,Realme,282157,0.05054493667484729
2020-3Q,Lenovo,126302,0.022625441126417428
2020-3Q,Motorola,124372,0.02227970549773391
2020-3Q,OnePlus,117670,0.021079125091808038
2020-3Q,Others,457772,0.08200419182057575
2020-2Q,Xiaomi,1124154,0.23772279229342308
2020-2Q,Samsung,1009812,0.2135430984824198
2020-2Q,Vivo,545130,0.11527764502275821
2020-2Q,Oppo,505563,0.10691048383072058
2020-2Q,Huawei,303050,0.06408542975830879
2020-2Q,Apple,274565,0.05806175885692148
2020-2Q,Realme,235063,0.04970834309611397
2020-2Q,Motorola,111798,0.023641718779473377
2020-2Q,Lenovo,109268,0.02310670430236227
2020-2Q,OnePlus,109047,0.023059969836179837
2020-2Q,Others,401394,0.0848820557413186
2020-1Q,Xiaomi,990472,0.2428629856048428
2020-1Q,Samsung,858444,0.21048981981778753
2020-1Q,Vivo,448326,0.10992919626630207
2020-1Q,Oppo,423226,0.10377469524185963
2020-1Q,Huawei,259148,0.0635428936845502
2020-1Q,Apple,248003,0.06081014811015135
2020-1Q,Realme,202442,0.04963862535419031
2020-1Q,OnePlus,103907,0.025477917846483695
2020-1Q,Motorola,100697,0.024690828273238267
2020-1Q,Lenovo,96507,0.023663443440871183
2020-1Q,Others,347144,0.08511944635972299
2024-2Q,null,null,null
2024-1Q,null,null,null
2021-4Q,Xiaomi,172749,0.24778320601051668
2021-4Q,Samsung,141066,0.2023385706376277
2021-4Q,Vivo,110824,0.15896083926916799
2021-4Q,Oppo,75088,0.10770276744246089
2021-4Q,Realme,53598,0.07687850161651687
2021-4Q,Apple,33398,0.04790455235248387
2021-4Q,OnePlus,24355,0.034933689818095234
2021-4Q,Motorola,16068,0.023047198850221894
2021-4Q,Huawei,10899,0.01563302341726216
2021-4Q,Tecno,9081,0.013025367983499193
2021-4Q,Others,50052,0.07179228260214751
2021-3Q,Xiaomi,163235,0.2498018235295918
2021-3Q,Samsung,135615,0.20753437864407506
2021-3Q,Vivo,103139,0.1578356986983096
2021-3Q,Oppo,69841,0.10687909551952841
2021-3Q,Realme,45087,0.06899754842698383
2021-3Q,Apple,29989,0.04589277352178717
2021-3Q,OnePlus,22136,0.03387516871780589
2021-3Q,Motorola,15824,0.02421578739567042
2021-3Q,Huawei,11214,0.017161011113185545
2021-3Q,Tecno,7719,0.011812541892516428
2021-3Q,Others,49659,0.07599417254054583
2021-2Q,Xiaomi,152107,0.24972172331252687
2021-2Q,Samsung,129938,0.21332575939163298
2021-2Q,Vivo,94216,0.15467915272546978
2021-2Q,Oppo,64685,0.10619662259114176
2021-2Q,Realme,37973,0.06234218674582093
2021-2Q,Apple,28049,0.04604945608810289
2021-2Q,OnePlus,19803,0.03251158254885028
2021-2Q,Motorola,15937,0.026164575623947226
2021-2Q,Huawei,11315,0.018576405420403015
2021-2Q,Lenovo,7861,0.01290579964735202
2021-2Q,Others,47222,0.07752673590475222
2021-1Q,Xiaomi,142193,0.24944608664380258
2021-1Q,Samsung,123133,0.21600954327365862
2021-1Q,Vivo,87010,0.15263975019077775
2021-1Q,Oppo,60381,0.10592507477611024
2021-1Q,Realme,31824,0.055828150903014725
2021-1Q,Apple,26139,0.04585507907409194
2021-1Q,OnePlus,18577,0.032589226977290865
2021-1Q,Motorola,15944,0.027970212355381687
2021-1Q,Huawei,11414,0.020023331900672767
2021-1Q,Lenovo,8178,0.014346487496381802
2021-1Q,Others,45242,0.079367056408817
2022-4Q,null,null,null
2022-3Q,null,null,null
2022-2Q,null,null,null
2022-1Q,Xiaomi,181266,0.24540905570869234
2022-1Q,Samsung,146487,0.19832310716625962
2022-1Q,Vivo,118448,0.1603621850241258
2022-1Q,Oppo,80145,0.10850522861305015
2022-1Q,Realme,60870,0.0824095485142724
2022-1Q,Apple,36235,0.04905717086273469
2022-1Q,OnePlus,26283,0.03558354137671466
2022-1Q,Motorola,16125,0.02183101642504752
2022-1Q,Huawei,10823,0.014652842838343524
2022-1Q,Tecno,10780,0.014594626794543398
2022-1Q,Others,51166,0.06927167667621591
2019-4Q,Xiaomi,90791,0.25680109518987626
2019-4Q,Samsung,74339,0.2102668393928937
2019-4Q,Vivo,48072,0.13597099104501253
2019-4Q,Oppo,34061,0.09634107018605782
2019-4Q,Apple,17817,0.05039513952922675
2019-4Q,Realme,16393,0.0463673751081896
2019-4Q,OnePlus,14159,0.0400485368240625
2019-4Q,Motorola,12521,0.035415476345369484
2019-4Q,Huawei,7674,0.021705803488089245
2019-4Q,Lenovo,6696,0.018939543934876932
2019-4Q,Others,31023,0.08774812895634514
2019-3Q,Xiaomi,81621,0.25732201744043076
2019-3Q,Samsung,66756,0.21045795317692012
2019-3Q,Vivo,41691,0.13143691242583402
2019-3Q,Oppo,29561,0.09319533156364875
2019-3Q,Apple,16481,0.05195873818546379
2019-3Q,Realme,14157,0.04463199177790248
2019-3Q,OnePlus,13220,0.0416779636437007
2019-3Q,Motorola,11738,0.03700574411874121
2019-3Q,Huawei,6882,0.02169650119485236
2019-3Q,Lenovo,6410,0.02020845287111358
2019-3Q,Others,28677,0.0904083936013922
2019-2Q,Xiaomi,72286,0.2591453359145336
2019-2Q,Samsung,58572,0.2099806409980641
2019-2Q,Vivo,35425,0.12699863769986378
2019-2Q,Oppo,25325,0.0907901340790134
2019-2Q,Apple,14770,0.05295045529504553
2019-2Q,Realme,12215,0.04379077937907794
2019-2Q,OnePlus,12033,0.04313830931383093
2019-2Q,Motorola,10716,0.03841686384168638
2019-2Q,Lenovo,6125,0.02195812719581272
2019-2Q,Huawei,5990,0.021474152147415215
2019-2Q,Others,25483,0.09135656413565642
2019-1Q,Xiaomi,62065,0.26061087036850417
2019-1Q,Samsung,49562,0.20811078638852498
2019-1Q,Vivo,29218,0.12268635157378481
2019-1Q,Oppo,20988,0.08812859014410965
2019-1Q,Apple,12909,0.05420487755719037
2019-1Q,OnePlus,10892,0.04573549665759683
2019-1Q,Realme,10545,0.04427844401894589
2019-1Q,Motorola,9355,0.03928163525815446
2019-1Q,Lenovo,5440,0.022842554335046526
2019-1Q,Huawei,5049,0.021200745742215057
2019-1Q,Others,22129,0.0929196479559273
2023-4Q,null,null,null
2023-3Q,null,null,null
2023-2Q,null,null,null
2023-1Q,null,null,null
2018-4Q,Xiaomi,50867,0.26038904530330176
2018-4Q,Samsung,40683,0.20825697466086512
2018-4Q,Vivo,22715,0.11627847453288968
2018-4Q,Oppo,16672,0.08534425390325058
2018-4Q,Apple,10884,0.055715382646531864
2018-4Q,OnePlus,9442,0.04833375991809573
2018-4Q,Realme,8708,0.04457640133094446
2018-4Q,Motorola,8176,0.0418530842078321
2018-4Q,Lenovo,4769,0.02441259278218582
2018-4Q,Huawei,3965,0.020296902994625034
2018-4Q,Others,18469,0.09454312771947786
2018-3Q,Xiaomi,39803,0.2587937738130844
2018-3Q,Samsung,32023,0.2082092560564882
2018-3Q,Vivo,16778,0.10908830834449487
2018-3Q,Oppo,12470,0.08107826946333598
2018-3Q,Apple,8815,0.05731394910339267
2018-3Q,OnePlus,7931,0.05156629952796453
2018-3Q,Realme,6878,0.044719834592528054
2018-3Q,Motorola,6674,0.04339345392127541
2018-3Q,Lenovo,3860,0.025097202897231507
2018-3Q,Huawei,3053,0.01985019700654088
2018-3Q,Others,15517,0.10088945527366354
2018-2Q,Xiaomi,31481,0.2576734820829309
2018-2Q,Samsung,25483,0.20857956684728338
2018-2Q,Vivo,12317,0.10081523073649058
2018-2Q,Oppo,9547,0.07814264900879074
2018-2Q,Apple,7433,0.06083945847725375
2018-2Q,OnePlus,6696,0.054807078429125675
2018-2Q,Motorola,5508,0.04508324193363564
2018-2Q,Realme,5427,0.044420253081670406
2018-2Q,Lenovo,3352,0.027436279404783343
2018-2Q,Huawei,2237,0.01830995138081752
2018-2Q,Others,12693,0.10389280861721807
2018-1Q,Xiaomi,23388,0.2543943612948138
2018-1Q,Samsung,19288,0.2097981204316046
2018-1Q,Vivo,8719,0.09483771319178559
2018-1Q,Oppo,6969,0.07580273233553776
2018-1Q,Apple,5957,0.0647950748346676
2018-1Q,OnePlus,5457,0.05935650887573964
2018-1Q,Motorola,4236,0.04607553080403759
2018-1Q,Realme,4094,0.04453097807170205
2018-1Q,Lenovo,2542,0.027649669335189697
2018-1Q,Huawei,1595,0.01734902540898016
2018-1Q,Others,9691,0.10541028541594152
2020-4Q,Xiaomi,132099,0.2503847728513374
2020-4Q,Samsung,114296,0.21664038333232244
2020-4Q,Vivo,78921,0.14958944926305573
2020-4Q,Oppo,55468,0.10513586462061018
2020-4Q,Realme,28000,0.05307211742585067
2020-4Q,Apple,24214,0.04589600897676958
2020-4Q,OnePlus,17571,0.033304649117486505
2020-4Q,Motorola,15500,0.029379207860738762
2020-4Q,Huawei,10821,0.020510477952326075
2020-4Q,Lenovo,8172,0.01548947655728756
2020-4Q,Others,42522,0.08059759204221507
2020-3Q,Xiaomi,119983,0.2526159987535845
2020-3Q,Samsung,101577,0.21386342486346277
2020-3Q,Vivo,69991,0.14736126258521734
2020-3Q,Oppo,49411,0.1040314804131699
2020-3Q,Realme,24328,0.05122093978044559
2020-3Q,Apple,21967,0.04625001579073695
2020-3Q,OnePlus,16389,0.034505918368206295
2020-3Q,Motorola,14656,0.030857205418538747
2020-3Q,Huawei,9964,0.02097852038689411
2020-3Q,Lenovo,7790,0.016401312104968396
2020-3Q,Others,38906,0.08191392153477542
2020-2Q,Xiaomi,109624,0.25456124503354316
2020-2Q,Samsung,90927,0.2111443691816115
2020-2Q,Vivo,61868,0.1436655760393276
2020-2Q,Oppo,43887,0.10191134569790475
2020-2Q,Realme,21236,0.049312765448554355
2020-2Q,Apple,20388,0.04734359869867801
2020-2Q,OnePlus,15482,0.03595122596885094
2020-2Q,Motorola,13908,0.0322961924024531
2020-2Q,Huawei,9221,0.021412366274304
2020-2Q,Lenovo,7481,0.017371859028095456
2020-2Q,Others,36617,0.0850294562266771
2020-1Q,Xiaomi,100364,0.2560959428425619
2020-1Q,Samsung,82358,0.21015054860933913
2020-1Q,Vivo,54965,0.14025261546312834
2020-1Q,Oppo,38778,0.0989487114059709
2020-1Q,Apple,19244,0.04910436335799949
2020-1Q,Realme,18803,0.04797907629497321
2020-1Q,OnePlus,14926,0.038086246491451904
2020-1Q,Motorola,13118,0.033472824700178615
2020-1Q,Huawei,8459,0.021584587905077827
2020-1Q,Lenovo,7167,0.018287828527685634
2020-1Q,Others,33718,0.08603725440163307
2024-2Q,null,null,null
2024-1Q,null,null,null
2021-4Q,Vivo,17597,0.24515185288381164
2021-4Q,Xiaomi,16968,0.2363889662858735
2021-4Q,Samsung,12574,0.17517414321538033
2021-4Q,Oppo,6127,0.08535803845082196
2021-4Q,Realme,5830,0.08122039565338535
2021-4Q,OnePlus,2691,0.03748955140707718
2021-4Q,Apple,1490,0.020757871273335192
2021-4Q,Huawei,1459,0.020325996099191977
2021-4Q,Tecno,1417,0.01974087489551407
2021-4Q,Motorola,1055,0.014697687378099749
2021-4Q,Others,4572,0.06369462245750905
2021-3Q,Vivo,16411,0.24500612104744557
2021-3Q,Xiaomi,15938,0.2379445224090054
2021-3Q,Samsung,12028,0.17957063091576841
2021-3Q,Oppo,5853,0.0873816846316921
2021-3Q,Realme,4808,0.0717804783374638
2021-3Q,OnePlus,2306,0.03442715953539757
2021-3Q,Huawei,1567,0.023394344749335643
2021-3Q,Apple,1283,0.01915439968946881
2021-3Q,Tecno,1178,0.017586814368039175
2021-3Q,Motorola,1017,0.015183183541847063
2021-3Q,Others,4593,0.06857066077453644
2021-2Q,Vivo,15056,0.2424671873741847
2021-2Q,Xiaomi,14788,0.2381512199049843
2021-2Q,Samsung,11476,0.18481359207665674
2021-2Q,Oppo,5456,0.0878653675819309
2021-2Q,Realme,4034,0.06496497302520332
2021-2Q,OnePlus,1981,0.031902729688380704
2021-2Q,Huawei,1559,0.025106691360012885
2021-2Q,Apple,1153,0.018568322731298815
2021-2Q,Motorola,1054,0.0169739914646912
2021-2Q,Tecno,974,0.015685642966422417
2021-2Q,Others,4564,0.073500281826234
2021-1Q,Vivo,13812,0.23913570414488036
2021-1Q,Xiaomi,13714,0.2374389694934035
2021-1Q,Samsung,10861,0.18804321479275599
2021-1Q,Oppo,5158,0.08930364624813879
2021-1Q,Realme,3419,0.05919526299387098
2021-1Q,OnePlus,1773,0.030697046296616917
2021-1Q,Huawei,1575,0.027268949755877972
2021-1Q,Motorola,1062,0.018387063263963433
2021-1Q,Apple,1056,0.018283181550607708
2021-1Q,Tecno,796,0.013781640638526264
2021-1Q,Others,4532,0.07846532082135808
2022-4Q,null,null,null
2022-3Q,null,null,null
2022-2Q,null,null,null
2022-1Q,Vivo,18688,0.24496644295302014
2022-1Q,Xiaomi,17957,0.23538433305369127
2022-1Q,Samsung,12955,0.16981700922818793
2022-1Q,Realme,6769,0.08872955117449664
2022-1Q,Oppo,6461,0.08469221895973154
2022-1Q,OnePlus,3005,0.039390205536912755
2022-1Q,Tecno,1770,0.02320155201342282
2022-1Q,Apple,1634,0.02141883389261745
2022-1Q,Huawei,1441,0.018888947147651006
2022-1Q,Motorola,1050,0.01376363255033557
2022-1Q,Others,4558,0.05974727348993288
2019-4Q,Xiaomi,6259,0.24110169491525424
2019-4Q,Vivo,5190,0.19992295839753466
2019-4Q,Samsung,4900,0.18875192604006163
2019-4Q,Oppo,2329,0.08971494607087828
2019-4Q,Realme,1329,0.051194144838212635
2019-4Q,OnePlus,1124,0.04329738058551618
2019-4Q,Huawei,798,0.03073959938366718
2019-4Q,Motorola,682,0.026271186440677965
2019-4Q,Apple,678,0.026117103235747303
2019-4Q,Lenovo,488,0.018798151001540832
2019-4Q,Others,2183,0.08409090909090909
2019-3Q,Xiaomi,5819,0.24315741088964105
2019-3Q,Vivo,4685,0.19577117546278885
2019-3Q,Samsung,4508,0.1883749112030421
2019-3Q,Oppo,2108,0.08808658225732313
2019-3Q,Realme,1158,0.04838911871630939
2019-3Q,OnePlus,1045,0.04366720989511512
2019-3Q,Huawei,725,0.030295432702352597
2019-3Q,Motorola,660,0.02757929046007271
2019-3Q,Apple,630,0.026325686348251224
2019-3Q,Lenovo,483,0.020183026200325936
2019-3Q,Others,2110,0.0881701558647779
2019-2Q,Xiaomi,5296,0.24370714647278083
2019-2Q,Samsung,4165,0.19166168146886936
2019-2Q,Vivo,4102,0.18876259721135705
2019-2Q,Oppo,1905,0.08766278588191984
2019-2Q,Realme,1012,0.04656941696194377
2019-2Q,OnePlus,950,0.04371634991486816
2019-2Q,Huawei,644,0.029635083521236942
2019-2Q,Motorola,630,0.028990842575123098
2019-2Q,Apple,569,0.026183792738484195
2019-2Q,Lenovo,477,0.021950209378307488
2019-2Q,Others,1981,0.09116009387510929
2019-1Q,Xiaomi,4576,0.24607442460744247
2019-1Q,Samsung,3567,0.19181544418154442
2019-1Q,Vivo,3420,0.18391051839105185
2019-1Q,Oppo,1600,0.08604000860400086
2019-1Q,Realme,897,0.04823617982361798
2019-1Q,OnePlus,855,0.04597762959776296
2019-1Q,Motorola,561,0.0301677780167778
2019-1Q,Apple,515,0.027694127769412775
2019-1Q,Huawei,515,0.027694127769412775
2019-1Q,Lenovo,426,0.02290815229081523
2019-1Q,Others,1664,0.0894816089481609
2023-4Q,null,null,null
2023-3Q,null,null,null
2023-2Q,null,null,null
2023-1Q,null,null,null
2018-4Q,Xiaomi,3719,0.24431743529102615
2018-4Q,Samsung,2936,0.19287872815661541
2018-4Q,Vivo,2742,0.1801340165549862
2018-4Q,Oppo,1268,0.08330048613848377
2018-4Q,Realme,760,0.04992773617133097
2018-4Q,OnePlus,721,0.0473656549730653
2018-4Q,Motorola,474,0.031139140717382736
2018-4Q,Apple,455,0.02989094731309946
2018-4Q,Huawei,398,0.02614636710024964
2018-4Q,Lenovo,377,0.024766784916568124
2018-4Q,Others,1372,0.09013270266719223
2018-3Q,Xiaomi,2950,0.24281833895793892
2018-3Q,Samsung,2409,0.19828792493209318
2018-3Q,Vivo,2063,0.1698082146678739
2018-3Q,Oppo,988,0.08132356572557412
2018-3Q,OnePlus,617,0.05078607292781299
2018-3Q,Realme,603,0.04963371470902955
2018-3Q,Motorola,390,0.03210140752325294
2018-3Q,Apple,371,0.03053749279776113
2018-3Q,Huawei,314,0.0258457486212857
2018-3Q,Lenovo,299,0.024611079101160588
2018-3Q,Others,1145,0.09424644003621697
2018-2Q,Xiaomi,2303,0.24486975013290802
2018-2Q,Samsung,1923,0.20446570972886763
2018-2Q,Vivo,1523,0.1619351408825093
2018-2Q,Oppo,708,0.07527910685805422
2018-2Q,OnePlus,466,0.049548112706007445
2018-2Q,Realme,465,0.049441786283891544
2018-2Q,Motorola,319,0.03391812865497076
2018-2Q,Apple,308,0.03274853801169591
2018-2Q,Lenovo,244,0.025943646996278574
2018-2Q,Huawei,230,0.024455077086656035
2018-2Q,Others,916,0.09739500265816055
2018-1Q,Xiaomi,1665,0.2470326409495549
2018-1Q,Samsung,1445,0.21439169139465875
2018-1Q,Vivo,982,0.1456973293768546
2018-1Q,Oppo,501,0.07433234421364986
2018-1Q,OnePlus,332,0.04925816023738872
2018-1Q,Realme,316,0.04688427299703264
2018-1Q,Apple,229,0.03397626112759644
2018-1Q,Motorola,226,0.03353115727002967
2018-1Q,Lenovo,202,0.02997032640949555
2018-1Q,Huawei,158,0.02344213649851632
2018-1Q,Others,684,0.10148367952522255
2020-4Q,Xiaomi,12398,0.23662111611573403
2020-4Q,Vivo,12275,0.23427360867241775
2020-4Q,Samsung,9938,0.18967096724940835
2020-4Q,Oppo,4723,0.0901404687380716
2020-4Q,Realme,2996,0.05717993739980151
2020-4Q,OnePlus,1638,0.031261928391480266
2020-4Q,Huawei,1472,0.028093747614321703
2020-4Q,Motorola,1032,0.019696160012214674
2020-4Q,Apple,973,0.018570119856477593
2020-4Q,Lenovo,708,0.01351248186884495
2020-4Q,Others,4243,0.08097946408122758
2020-3Q,Xiaomi,9794,0.2369420587879521
2020-3Q,Vivo,9556,0.23118422644248215
2020-3Q,Samsung,7572,0.18318616184831257
2020-3Q,Oppo,3730,0.09023829684286924
2020-3Q,Realme,2285,0.05528002903108745
2020-3Q,OnePlus,1440,0.03483730494738115
2020-3Q,Huawei,1213,0.029345590903592598
2020-3Q,Motorola,907,0.021942663602274103
2020-3Q,Apple,870,0.021047538405709446
2020-3Q,Lenovo,606,0.014660699165356235
2020-3Q,Others,3362,0.08133543002298295
2020-2Q,Xiaomi,7805,0.2386120452461021
2020-2Q,Vivo,7122,0.21773158055640476
2020-2Q,Samsung,6030,0.1843472944053806
2020-2Q,Oppo,2976,0.09098135126872516
2020-2Q,Realme,1761,0.053836747172118615
2020-2Q,OnePlus,1271,0.03885661877101804
2020-2Q,Huawei,1005,0.030724549067563438
2020-2Q,Apple,792,0.024212778966676857
2020-2Q,Motorola,779,0.023815346988688476
2020-2Q,Lenovo,552,0.01687557321919902
2020-2Q,Others,2617,0.0800061143381229
2020-1Q,Xiaomi,6803,0.23981246474901297
2020-1Q,Vivo,5880,0.20727580372250423
2020-1Q,Samsung,5335,0.1880640157924422
2020-1Q,Oppo,2557,0.09013677382966723
2020-1Q,Realme,1511,0.05326424139875917
2020-1Q,OnePlus,1184,0.04173716864072194
2020-1Q,Huawei,891,0.03140862944162436
2020-1Q,Apple,735,0.02590947546531303
2020-1Q,Motorola,715,0.025204455724760294
2020-1Q,Lenovo,500,0.017625493513818386
2020-1Q,Others,2257,0.0795614777213762
2024-2Q,null,null,null
2024-1Q,null,null,null
2021-4Q,Xiaomi,5313832,0.2573966456097541
2021-4Q,Samsung,4083535,0.19780230372921598
2021-4Q,Vivo,3353243,0.16242769814973237
2021-4Q,Oppo,2309956,0.11189193145476281
2021-4Q,Realme,1930021,0.09348826446835037
2021-4Q,Motorola,408826,0.019803117794851874
2021-4Q,Lenovo,325638,0.015773575243453145
2021-4Q,Asus,287059,0.013904847517213641
2021-4Q,Huawei,274009,0.013272718721044081
2021-4Q,Infinix,254793,0.01234191512355793
2021-4Q,Others,2103615,0.10189698218806369
2021-3Q,Xiaomi,4999610,0.25873508625192887
2021-3Q,Samsung,3933160,0.20354517489216892
2021-3Q,Vivo,3037405,0.15718890966636198
2021-3Q,Oppo,2144589,0.11098474078776903
2021-3Q,Realme,1644196,0.08508887570732046
2021-3Q,Motorola,402425,0.020825917838577904
2021-3Q,Lenovo,341420,0.017668844799521074
2021-3Q,Asus,291778,0.015099818985163905
2021-3Q,Huawei,280808,0.01453210992462045
2021-3Q,Apple,218506,0.011307915768742757
2021-3Q,Others,2029381,0.10502260537782461
2021-2Q,Xiaomi,4654760,0.2588857306229334
2021-2Q,Samsung,3778434,0.21014674155069926
2021-2Q,Vivo,2703412,0.15035679407634459
2021-2Q,Oppo,1970103,0.10957204121317383
2021-2Q,Realme,1419072,0.0789251199904071
2021-2Q,Motorola,402767,0.022400860423696826
2021-2Q,Lenovo,350841,0.0195128703987919
2021-2Q,Asus,297579,0.01655057550400921
2021-2Q,Huawei,272965,0.015181608387862967
2021-2Q,Apple,201393,0.011200958577315357
2021-2Q,Others,1928653,0.10726669925476554
2021-1Q,Xiaomi,4357020,0.2592106669845954
2021-1Q,Samsung,3588427,0.21348503245234832
2021-1Q,Vivo,2441181,0.14523232742565367
2021-1Q,Oppo,1829470,0.1088400188496513
2021-1Q,Realme,1227019,0.07299861221494766
2021-1Q,Motorola,400214,0.023809791526449926
2021-1Q,Lenovo,356875,0.021231439557341365
2021-1Q,Asus,303793,0.018073450696864186
2021-1Q,Huawei,275299,0.016378267120690775
2021-1Q,Micromax,198652,0.01181833395711377
2021-1Q,Others,1830849,0.10892205921434363
2022-4Q,null,null,null
2022-3Q,null,null,null
2022-2Q,null,null,null
2022-1Q,Xiaomi,5586240,0.2548491917371277
2022-1Q,Samsung,4233598,0.1931404716660796
2022-1Q,Vivo,3652204,0.16661676502604703
2022-1Q,Oppo,2480868,0.11317938445296025
2022-1Q,Realme,2186959,0.09977099686233265
2022-1Q,Motorola,410790,0.018740601813329663
2022-1Q,Lenovo,330017,0.015055666371210632
2022-1Q,Infinix,284678,0.012987261235704525
2022-1Q,Asus,280347,0.012789677198961832
2022-1Q,Apple,277752,0.012671291012088758
2022-1Q,Others,2196334,0.10019869262415734
2019-4Q,Xiaomi,2944739,0.2705303912941943
2019-4Q,Samsung,2312247,0.2124239484989423
2019-4Q,Vivo,1347847,0.12382543115525889
2019-4Q,Oppo,1085985,0.0997684164843219
2019-4Q,Realme,644719,0.05922972573963317
2019-4Q,Motorola,315603,0.028994149594793156
2019-4Q,Lenovo,296257,0.02721685084268729
2019-4Q,Asus,219070,0.020125754038242148
2019-4Q,Huawei,193056,0.01773587242254474
2019-4Q,Micromax,175245,0.016099592670980715
2019-4Q,Others,1350290,0.12404986725840138
2019-3Q,Xiaomi,2610101,0.2706668995072394
2019-3Q,Samsung,2060536,0.21367712990533663
