date, name, registeredUsers, appOpens2024-2Q,puducherry,655486,2882669
2022-2Q,uttarakhand,3877056,156465685
2022-1Q,puducherry,448051,3938657
2022-1Q,tamil nadu,21667020,638490275
2022-1Q,uttar pradesh,38999692,836926025
2022-1Q,madhya pradesh,19656147,1678266475
2022-1Q,andhra pradesh,23857951,1254785973
2022-1Q,tripura,582124,19322963
2022-1Q,lakshadweep,5990,45410
2022-1Q,manipur,411900,22637747
2022-1Q,maharashtra,48227630,2157769514
2022-1Q,dadra & nagar haveli & daman & diu,424570,3910792
2022-1Q,meghalaya,255839,23634106
2022-1Q,andaman & nicobar islands,76288,3847407
2022-1Q,haryana,12866988,217228467
2022-1Q,rajasthan,23398857,2570606469
2022-1Q,ladakh,92492,8902080
2022-1Q,punjab,7302726,117482807
2022-1Q,assam,4492589,281642453
2022-1Q,jharkhand,7025275,331355981
2022-1Q,odisha,12124779,613855465
2022-1Q,bihar,18484658,316991599
2022-1Q,kerala,8972299,94047893
2022-1Q,karnataka,31200349,1727054045
2022-1Q,chandigarh,541549,2321685
2022-1Q,telangana,22150612,1168864524
2022-1Q,himachal pradesh,2143483,77278278
2022-1Q,west bengal,21919787,236131065
2022-1Q,gujarat,19265314,521776939
2022-1Q,sikkim,209616,12440193
2022-1Q,nagaland,276483,24206053
2022-1Q,mizoram,115295,14886657
2022-1Q,chhattisgarh,5916961,448503438
2022-1Q,jammu & kashmir,1549320,62115857
2022-1Q,goa,738628,18678798
2022-1Q,arunachal pradesh,335339,41418559
2022-1Q,delhi,13539197,57524153
2022-1Q,uttarakhand,3674829,115224382
2019-4Q,puducherry,204292,3263122
2019-4Q,tamil nadu,9620493,155011717
2019-4Q,uttar pradesh,17949542,324068625
2019-4Q,madhya pradesh,9165241,237844976
2019-4Q,andhra pradesh,11757883,411201518
2019-4Q,tripura,272298,3610807
2019-4Q,lakshadweep,2427,17760
2019-4Q,manipur,155358,1855488
2019-4Q,maharashtra,23745297,543654112
2019-4Q,dadra & nagar haveli & daman & diu,197598,3770543
2019-4Q,meghalaya,100030,1490542
2019-4Q,andaman & nicobar islands,25960,177012
2019-4Q,haryana,6366679,136721888
2019-4Q,rajasthan,10925031,288904693
2019-4Q,ladakh,43108,470440
2019-4Q,punjab,3321742,47673880
2019-4Q,assam,1941220,26599449
2019-4Q,jharkhand,3281371,70181789
2019-4Q,odisha,6115537,189905719
2019-4Q,bihar,8342274,163998097
2019-4Q,kerala,3503938,40046033
2019-4Q,karnataka,15385416,569674870
2019-4Q,chandigarh,289590,4960441
2019-4Q,telangana,11220691,399239044
2019-4Q,himachal pradesh,985945,12637904
2019-4Q,west bengal,10885058,244326613
2019-4Q,gujarat,9323799,147973757
2019-4Q,sikkim,92972,1552004
2019-4Q,nagaland,93124,1454551
2019-4Q,mizoram,39809,529168
2019-4Q,chhattisgarh,2725900,57278977
2019-4Q,jammu & kashmir,673367,998572
2019-4Q,goa,353546,6290543
2019-4Q,arunachal pradesh,129321,2140340
2019-4Q,delhi,7289883,172682671
2019-4Q,uttarakhand,1752677,28853867
2019-3Q,puducherry,177868,2476922
2019-3Q,tamil nadu,8428835,124690342
2019-3Q,uttar pradesh,16044607,268142606
2019-3Q,madhya pradesh,8180664,192353380
2019-3Q,andhra pradesh,10458693,310953542
2019-3Q,tripura,245456,3350991
2019-3Q,lakshadweep,2117,15038
2019-3Q,manipur,136316,1594205
2019-3Q,maharashtra,21313081,439998413
2019-3Q,dadra & nagar haveli & daman & diu,176929,3126189
2019-3Q,meghalaya,87395,1387814
2019-3Q,andaman & nicobar islands,23931,171107
2019-3Q,haryana,5783752,118332587
2019-3Q,rajasthan,9797304,238338999
2019-3Q,ladakh,39173,503126
2019-3Q,punjab,2962713,40860886
2019-3Q,assam,1731523,25393673
2019-3Q,jharkhand,2915511,55504460
2019-3Q,odisha,5387209,130181456
2019-3Q,bihar,7380265,126521298
2019-3Q,kerala,2990963,31471694
2019-3Q,karnataka,13635075,445683660
2019-3Q,chandigarh,267337,4625196
2019-3Q,telangana,10090557,318124511
2019-3Q,himachal pradesh,876184,10720741
2019-3Q,west bengal,9643222,176559011
2019-3Q,gujarat,8429299,129441484
2019-3Q,sikkim,82128,1316804
2019-3Q,nagaland,80077,1244022
2019-3Q,mizoram,34134,457834
2019-3Q,chhattisgarh,2435058,46362341
2019-3Q,jammu & kashmir,658455,3843919
2019-3Q,goa,317194,4753892
2019-3Q,arunachal pradesh,112149,1811700
2019-3Q,delhi,6782286,163381027
2019-3Q,uttarakhand,1585859,24660988
2019-2Q,puducherry,156458,661932
2019-2Q,tamil nadu,7429609,33658961
2019-2Q,uttar pradesh,14316349,78394040
2019-2Q,madhya pradesh,7301172,50642151
2019-2Q,andhra pradesh,9389003,81375251
2019-2Q,tripura,217644,953627
2019-2Q,lakshadweep,1747,4580
2019-2Q,manipur,117747,464829
2019-2Q,maharashtra,18776975,109967705
2019-2Q,dadra & nagar haveli & daman & diu,158580,860686
2019-2Q,meghalaya,74746,395764
2019-2Q,andaman & nicobar islands,21731,52640
2019-2Q,haryana,5178030,31929195
2019-2Q,rajasthan,8783935,62787336
2019-2Q,ladakh,35516,157317
2019-2Q,punjab,2600112,10928094
2019-2Q,assam,1500128,7350326
2019-2Q,jharkhand,2604854,14929066
2019-2Q,odisha,4845359,33955545
