state, date, name, count, amount
puducherry,2023-3Q,yanam district,33,44838.0
puducherry,2023-3Q,mahe district,74,113412.0
puducherry,2023-2Q,karaikal district,188,252023.0
puducherry,2023-2Q,puducherry district,1527,2210627.0
puducherry,2023-2Q,yanam district,32,49108.0
puducherry,2023-2Q,mahe district,62,102248.0
puducherry,2023-1Q,karaikal district,168,247909.0
puducherry,2023-1Q,puducherry district,1684,2191876.0
puducherry,2023-1Q,yanam district,34,60998.0
puducherry,2023-1Q,mahe district,69,92308.0
puducherry,2020-4Q,karaikal district,21,21295.0
puducherry,2020-4Q,puducherry district,202,165945.0
puducherry,2020-4Q,yanam district,7,5973.0
puducherry,2020-4Q,mahe district,4,4742.0
puducherry,2020-3Q,karaikal district,14,5445.0
puducherry,2020-3Q,puducherry district,143,40754.0
puducherry,2020-3Q,yanam district,25,6919.0
puducherry,2020-3Q,mahe district,9,5281.0
puducherry,2020-2Q,karaikal district,1,708.0
puducherry,2020-2Q,puducherry district,98,18574.0
puducherry,2020-2Q,yanam district,12,2687.0
puducherry,2020-2Q,mahe district,1,282.0
delhi,2024-2Q,south district,3472,5238461.0
delhi,2024-2Q,central district,4851,6879526.0
delhi,2024-2Q,new delhi district,5492,8550323.0
delhi,2024-2Q,west district,6150,9059574.0
delhi,2024-2Q,south west district,4190,6424789.0
delhi,2024-2Q,south east delhi district,5596,7983727.0
delhi,2024-2Q,shahdara district,2603,3899405.0
delhi,2024-2Q,north east district,2483,3248158.0
delhi,2024-2Q,east district,3209,4765406.0
delhi,2024-2Q,north west district,4453,6426847.0
delhi,2024-2Q,north district,3690,5569856.0
delhi,2024-1Q,south district,3912,5652343.0
delhi,2024-1Q,central district,5322,7235636.0
delhi,2024-1Q,new delhi district,6087,9325880.0
delhi,2024-1Q,west district,7237,10552936.0
delhi,2024-1Q,south west district,4580,7322844.0
delhi,2024-1Q,south east delhi district,6809,9567339.0
delhi,2024-1Q,shahdara district,3164,4217939.0
delhi,2024-1Q,north east district,3102,3912630.0
delhi,2024-1Q,east district,3678,5392486.0
delhi,2024-1Q,north west district,4927,6850074.0
delhi,2024-1Q,north district,4232,6202239.0
delhi,2021-4Q,south district,2057,2315999.0
delhi,2021-4Q,central district,3812,3661609.0
delhi,2021-4Q,new delhi district,3386,3883912.0
delhi,2021-4Q,west district,5047,5302169.0
delhi,2021-4Q,south west district,3041,3508911.0
delhi,2021-4Q,south east delhi district,3928,4127616.0
delhi,2021-4Q,shahdara district,2078,2090727.0
delhi,2021-4Q,north east district,2002,1952268.0
delhi,2021-4Q,east district,2256,2417363.0
delhi,2021-4Q,north west district,3819,4201220.0
delhi,2021-4Q,north district,2825,3116537.0
delhi,2021-3Q,south district,1091,1054717.0
delhi,2021-3Q,central district,1922,1681351.0
delhi,2021-3Q,new delhi district,1614,1641612.0
delhi,2021-3Q,west district,2246,2081839.0
delhi,2021-3Q,south west district,1605,1521438.0
delhi,2021-3Q,south east delhi district,1983,1712098.0
delhi,2021-3Q,shahdara district,1003,803985.0
delhi,2021-3Q,north east district,1095,880410.0
delhi,2021-3Q,east district,1163,1050569.0
delhi,2021-3Q,north west district,1564,1354014.0
delhi,2021-3Q,north district,1393,1225046.0
delhi,2021-2Q,south district,966,804844.0
delhi,2021-2Q,central district,1169,912743.0
delhi,2021-2Q,new delhi district,1214,1094080.0
delhi,2021-2Q,west district,1965,1709029.0
delhi,2021-2Q,south west district,1350,1213927.0
delhi,2021-2Q,south east delhi district,1372,1138461.0
delhi,2021-2Q,shahdara district,638,507316.0
delhi,2021-2Q,north east district,757,545097.0
delhi,2021-2Q,east district,905,673239.0
delhi,2021-2Q,north west district,1241,1037196.0
delhi,2021-2Q,north district,1715,1204997.0
delhi,2021-1Q,south district,876,689212.0
delhi,2021-1Q,central district,1248,904623.0
delhi,2021-1Q,new delhi district,1315,1007873.0
delhi,2021-1Q,west district,2017,1508820.0
delhi,2021-1Q,south west district,1122,955826.0
delhi,2021-1Q,south east delhi district,1672,1129582.0
delhi,2021-1Q,shahdara district,699,468701.0
delhi,2021-1Q,north east district,724,557236.0
delhi,2021-1Q,east district,869,557334.0
delhi,2021-1Q,north west district,1209,1039214.0
delhi,2021-1Q,north district,1071,836840.0
delhi,2022-4Q,south district,3527,4511956.0
delhi,2022-4Q,central district,4815,5765957.0
delhi,2022-4Q,new delhi district,5340,7125528.0
delhi,2022-4Q,west district,6947,8360376.0
delhi,2022-4Q,south west district,4149,5489366.0
delhi,2022-4Q,south east delhi district,5868,7072604.0
delhi,2022-4Q,shahdara district,2919,3567941.0
delhi,2022-4Q,north east district,2948,3363238.0
delhi,2022-4Q,east district,3297,3984005.0
delhi,2022-4Q,north west district,5085,6057907.0
delhi,2022-4Q,north district,4013,5304295.0
delhi,2022-3Q,south district,2517,3019117.0
delhi,2022-3Q,central district,3498,3901385.0
delhi,2022-3Q,new delhi district,3866,4840514.0
delhi,2022-3Q,west district,5208,5873812.0
delhi,2022-3Q,south west district,3227,4114804.0
delhi,2022-3Q,south east delhi district,4420,4781194.0
delhi,2022-3Q,shahdara district,2094,2339310.0
delhi,2022-3Q,north east district,2085,2171219.0
delhi,2022-3Q,east district,2695,3102828.0
delhi,2022-3Q,north west district,3572,4132808.0
delhi,2022-3Q,north district,2762,3293169.0
delhi,2022-2Q,south district,1775,2119168.0
delhi,2022-2Q,central district,2686,3314681.0
delhi,2022-2Q,new delhi district,2855,3574229.0
delhi,2022-2Q,west district,3733,4528416.0
delhi,2022-2Q,south west district,2361,3039345.0
delhi,2022-2Q,south east delhi district,3161,3474446.0
delhi,2022-2Q,shahdara district,1609,1844384.0
delhi,2022-2Q,north east district,1558,1747276.0
delhi,2022-2Q,east district,1843,2145058.0
delhi,2022-2Q,north west district,2845,3510159.0
delhi,2022-2Q,north district,1952,2490119.0
delhi,2022-1Q,south district,1879,2413929.0
delhi,2022-1Q,central district,2816,3359581.0
delhi,2022-1Q,new delhi district,2587,3572728.0
delhi,2022-1Q,west district,4368,5442041.0
delhi,2022-1Q,south west district,2524,3460149.0
delhi,2022-1Q,south east delhi district,3520,4221226.0
delhi,2022-1Q,shahdara district,1608,1855210.0
delhi,2022-1Q,north east district,1695,1862686.0
delhi,2022-1Q,east district,1911,2269280.0
delhi,2022-1Q,north west district,3003,3853703.0
delhi,2022-1Q,north district,2321,3131536.0
delhi,2023-4Q,south district,4127,6172136.0
delhi,2023-4Q,central district,5884,7718670.0
delhi,2023-4Q,new delhi district,5952,8790140.0
delhi,2023-4Q,west district,7829,10545733.0
delhi,2023-4Q,south west district,5023,7264073.0
delhi,2023-4Q,south east delhi district,7111,9746023.0
delhi,2023-4Q,shahdara district,3426,4582842.0
delhi,2023-4Q,north east district,3408,4259823.0
delhi,2023-4Q,east district,3740,4742013.0
delhi,2023-4Q,north west district,5426,7399787.0
delhi,2023-4Q,north district,4410,6111161.0
delhi,2023-3Q,south district,3522,4443430.0
delhi,2023-3Q,central district,4404,5352372.0
delhi,2023-3Q,new delhi district,5549,7246294.0
delhi,2023-3Q,west district,6673,8338655.0
delhi,2023-3Q,south west district,4448,6189343.0
delhi,2023-3Q,south east delhi district,5876,7115008.0
delhi,2023-3Q,shahdara district,2697,3233714.0
delhi,2023-3Q,north east district,2446,2666969.0
delhi,2023-3Q,east district,3371,4011665.0
delhi,2023-3Q,north west district,4658,5650162.0
delhi,2023-3Q,north district,3469,4630888.0
delhi,2023-2Q,south district,3088,4214071.0
delhi,2023-2Q,central district,4368,5481162.0
delhi,2023-2Q,new delhi district,4694,6410215.0
delhi,2023-2Q,west district,5862,7931949.0
delhi,2023-2Q,south west district,3696,5282173.0
delhi,2023-2Q,south east delhi district,4732,6257813.0
delhi,2023-2Q,shahdara district,2225,2826508.0
delhi,2023-2Q,north east district,2131,2631371.0
delhi,2023-2Q,east district,2857,3875525.0
delhi,2023-2Q,north west district,4428,5604148.0
delhi,2023-2Q,north district,3277,4436173.0
delhi,2023-1Q,south district,3201,4269965.0
delhi,2023-1Q,central district,4699,6401871.0
delhi,2023-1Q,new delhi district,5291,6922018.0
delhi,2023-1Q,west district,6429,8754573.0
delhi,2023-1Q,south west district,3638,5341251.0
delhi,2023-1Q,south east delhi district,5517,7079871.0
delhi,2023-1Q,shahdara district,2806,3681028.0
delhi,2023-1Q,north east district,2724,3247609.0
delhi,2023-1Q,east district,3196,4249403.0
delhi,2023-1Q,north west district,4579,5962088.0
delhi,2023-1Q,north district,3741,5130361.0
delhi,2020-4Q,south district,622,567678.0
delhi,2020-4Q,central district,778,611387.0
delhi,2020-4Q,new delhi district,1030,945117.0
delhi,2020-4Q,west district,1383,1065762.0
delhi,2020-4Q,south west district,1094,1007667.0
delhi,2020-4Q,south east delhi district,1240,965278.0
delhi,2020-4Q,shahdara district,578,464731.0
delhi,2020-4Q,north east district,515,436697.0
delhi,2020-4Q,east district,732,564969.0
delhi,2020-4Q,north west district,993,770313.0
delhi,2020-4Q,north district,760,645843.0
delhi,2020-3Q,south district,637,157653.0
delhi,2020-3Q,central district,672,153666.0
delhi,2020-3Q,new delhi district,652,161870.0
delhi,2020-3Q,west district,1250,330947.0
delhi,2020-3Q,south west district,789,243882.0
delhi,2020-3Q,south east delhi district,922,240168.0
delhi,2020-3Q,shahdara district,316,73604.0
delhi,2020-3Q,north east district,306,69506.0
delhi,2020-3Q,east district,641,163616.0
delhi,2020-3Q,north west district,815,195772.0
delhi,2020-3Q,north district,588,136601.0
delhi,2020-2Q,south district,1251,206601.0
delhi,2020-2Q,central district,971,154625.0
delhi,2020-2Q,new delhi district,881,152882.0
delhi,2020-2Q,west district,2159,341511.0
delhi,2020-2Q,south west district,1131,186173.0
delhi,2020-2Q,south east delhi district,1438,232946.0
delhi,2020-2Q,shahdara district,435,73327.0
delhi,2020-2Q,north east district,319,52854.0
delhi,2020-2Q,east district,1247,188078.0
delhi,2020-2Q,north west district,1148,184911.0
delhi,2020-2Q,north district,736,123572.0
manipur,2024-2Q,kangpokpi district,36,80540.0
manipur,2024-2Q,noney district,1,1093.0
manipur,2024-2Q,imphal east district,69,140054.0
manipur,2024-2Q,thoubal district,16,22555.0
manipur,2024-2Q,kakching district,9,7405.0
manipur,2024-2Q,jiribam district,12,14578.0
manipur,2024-2Q,ukhrul district,11,27333.0
manipur,2024-2Q,tamenglong district,10,21477.0
manipur,2024-2Q,kamjong district,3,2330.0
manipur,2024-2Q,chandel district,15,48066.0
manipur,2024-2Q,bishnupur district,25,30408.0
manipur,2024-2Q,senapati district,7,4353.0
manipur,2024-2Q,pherzawl district,1,31.0
manipur,2024-2Q,churachandpur district,19,33256.0
manipur,2024-2Q,tengnoupal district,4,6540.0
manipur,2024-2Q,imphal west district,108,207392.0
manipur,2024-1Q,kangpokpi district,27,37878.0
manipur,2024-1Q,noney district,4,16575.0
manipur,2024-1Q,imphal east district,70,124428.0
manipur,2024-1Q,thoubal district,33,20964.0
manipur,2024-1Q,kakching district,6,8326.0
manipur,2024-1Q,jiribam district,17,43972.0
manipur,2024-1Q,ukhrul district,9,21195.0
manipur,2024-1Q,tamenglong district,12,20744.0
manipur,2024-1Q,kamjong district,4,3194.0
manipur,2024-1Q,chandel district,12,24523.0
manipur,2024-1Q,bishnupur district,27,34396.0
manipur,2024-1Q,senapati district,10,22288.0
manipur,2024-1Q,churachandpur district,17,23717.0
manipur,2024-1Q,tengnoupal district,10,7427.0
manipur,2024-1Q,imphal west district,127,275425.0
manipur,2021-4Q,kangpokpi district,9,10192.0
manipur,2021-4Q,noney district,2,1164.0
manipur,2021-4Q,imphal east district,34,73197.0
manipur,2021-4Q,thoubal district,9,18135.0
manipur,2021-4Q,kakching district,7,2703.0
manipur,2021-4Q,jiribam district,5,19606.0
manipur,2021-4Q,ukhrul district,7,7055.0
manipur,2021-4Q,tamenglong district,6,18621.0
manipur,2021-4Q,kamjong district,2,1647.0
manipur,2021-4Q,chandel district,1,943.0
manipur,2021-4Q,bishnupur district,11,13163.0
manipur,2021-4Q,senapati district,8,17318.0
manipur,2021-4Q,churachandpur district,9,25252.0
manipur,2021-4Q,tengnoupal district,4,5979.0
manipur,2021-4Q,imphal west district,31,56814.0
manipur,2021-3Q,tamenglong district,1,2980.0
manipur,2021-3Q,kangpokpi district,13,11469.0
manipur,2021-3Q,chandel district,6,15891.0
manipur,2021-3Q,bishnupur district,5,4107.0
manipur,2021-3Q,imphal east district,26,20520.0
manipur,2021-3Q,senapati district,1,47.0
manipur,2021-3Q,churachandpur district,6,6302.0
manipur,2021-3Q,thoubal district,5,7486.0
manipur,2021-3Q,kakching district,4,191.0
manipur,2021-3Q,tengnoupal district,7,25125.0
manipur,2021-3Q,jiribam district,2,2153.0
manipur,2021-3Q,ukhrul district,6,9998.0
manipur,2021-3Q,imphal west district,29,26747.0
manipur,2021-2Q,kangpokpi district,9,5037.0
manipur,2021-2Q,chandel district,2,1102.0
manipur,2021-2Q,bishnupur district,7,1605.0
manipur,2021-2Q,noney district,1,5525.0
manipur,2021-2Q,imphal east district,36,19393.0
manipur,2021-2Q,senapati district,1,47.0
manipur,2021-2Q,churachandpur district,6,5240.0
manipur,2021-2Q,thoubal district,7,2340.0
manipur,2021-2Q,kakching district,6,1638.0
manipur,2021-2Q,tengnoupal district,4,1439.0
manipur,2021-2Q,jiribam district,3,513.0
manipur,2021-2Q,ukhrul district,8,4637.0
manipur,2021-2Q,imphal west district,37,32816.0
manipur,2021-1Q,kangpokpi district,11,17591.0
manipur,2021-1Q,imphal east district,26,17048.0
manipur,2021-1Q,thoubal district,10,1416.0
manipur,2021-1Q,kakching district,4,1069.0
manipur,2021-1Q,jiribam district,3,2330.0
manipur,2021-1Q,ukhrul district,2,501.0
manipur,2021-1Q,tamenglong district,1,33.0
manipur,2021-1Q,chandel district,2,2766.0
manipur,2021-1Q,bishnupur district,10,2215.0
manipur,2021-1Q,senapati district,2,200.0
manipur,2021-1Q,pherzawl district,1,33.0
manipur,2021-1Q,churachandpur district,13,9829.0
manipur,2021-1Q,tengnoupal district,5,4029.0
manipur,2021-1Q,imphal west district,46,13194.0
manipur,2022-4Q,kangpokpi district,16,44552.0
manipur,2022-4Q,noney district,5,1597.0
manipur,2022-4Q,imphal east district,42,88393.0
manipur,2022-4Q,thoubal district,24,41743.0
manipur,2022-4Q,kakching district,5,6022.0
manipur,2022-4Q,jiribam district,10,32186.0
manipur,2022-4Q,ukhrul district,11,28523.0
manipur,2022-4Q,tamenglong district,2,460.0
manipur,2022-4Q,kamjong district,1,7478.0
manipur,2022-4Q,chandel district,6,10066.0
manipur,2022-4Q,bishnupur district,19,62178.0
manipur,2022-4Q,senapati district,5,7687.0
manipur,2022-4Q,churachandpur district,36,71508.0
manipur,2022-4Q,tengnoupal district,12,27609.0
manipur,2022-4Q,imphal west district,77,190653.0
manipur,2022-3Q,kangpokpi district,16,35025.0
manipur,2022-3Q,noney district,2,6939.0
manipur,2022-3Q,imphal east district,40,90787.0
manipur,2022-3Q,thoubal district,16,38591.0
manipur,2022-3Q,kakching district,4,7791.0
manipur,2022-3Q,jiribam district,9,23319.0
manipur,2022-3Q,ukhrul district,7,14532.0
manipur,2022-3Q,tamenglong district,4,8363.0
manipur,2022-3Q,kamjong district,3,3406.0
manipur,2022-3Q,chandel district,9,15705.0
manipur,2022-3Q,bishnupur district,14,24160.0
manipur,2022-3Q,senapati district,9,31489.0
manipur,2022-3Q,churachandpur district,12,17773.0
manipur,2022-3Q,tengnoupal district,4,6803.0
manipur,2022-3Q,imphal west district,51,78530.0
manipur,2022-2Q,tamenglong district,2,5652.0
manipur,2022-2Q,kangpokpi district,22,47192.0
manipur,2022-2Q,chandel district,5,12340.0
manipur,2022-2Q,bishnupur district,10,20861.0
manipur,2022-2Q,imphal east district,55,133221.0
manipur,2022-2Q,senapati district,4,21308.0
manipur,2022-2Q,churachandpur district,18,54577.0
manipur,2022-2Q,thoubal district,15,36232.0
manipur,2022-2Q,kakching district,3,14840.0
manipur,2022-2Q,tengnoupal district,9,18880.0
manipur,2022-2Q,jiribam district,1,56.0
manipur,2022-2Q,ukhrul district,5,8304.0
manipur,2022-2Q,imphal west district,69,180186.0
manipur,2022-1Q,kangpokpi district,14,44438.0
manipur,2022-1Q,noney district,4,9577.0
manipur,2022-1Q,imphal east district,26,91044.0
manipur,2022-1Q,thoubal district,13,29017.0
manipur,2022-1Q,kakching district,6,15769.0
manipur,2022-1Q,jiribam district,7,18718.0
manipur,2022-1Q,ukhrul district,9,27864.0
manipur,2022-1Q,tamenglong district,7,20811.0
manipur,2022-1Q,chandel district,6,14671.0
manipur,2022-1Q,bishnupur district,18,36519.0
manipur,2022-1Q,senapati district,4,5582.0
manipur,2022-1Q,churachandpur district,19,67165.0
manipur,2022-1Q,tengnoupal district,3,7549.0
manipur,2022-1Q,imphal west district,41,129130.0
manipur,2023-4Q,kangpokpi district,21,63414.0
manipur,2023-4Q,noney district,1,3518.0
manipur,2023-4Q,imphal east district,65,104022.0
manipur,2023-4Q,thoubal district,4,9424.0
manipur,2023-4Q,kakching district,2,18426.0
manipur,2023-4Q,jiribam district,16,32180.0
manipur,2023-4Q,ukhrul district,3,3639.0
manipur,2023-4Q,tamenglong district,3,6366.0
manipur,2023-4Q,chandel district,2,6100.0
manipur,2023-4Q,bishnupur district,15,38427.0
manipur,2023-4Q,senapati district,4,15815.0
manipur,2023-4Q,churachandpur district,4,8832.0
manipur,2023-4Q,tengnoupal district,1,189.0
manipur,2023-4Q,imphal west district,84,166274.0
manipur,2023-3Q,tamenglong district,3,13492.0
manipur,2023-3Q,kangpokpi district,6,13409.0
manipur,2023-3Q,chandel district,1,2024.0
manipur,2023-3Q,bishnupur district,3,8293.0
manipur,2023-3Q,imphal east district,11,26461.0
manipur,2023-3Q,senapati district,4,6725.0
manipur,2023-3Q,churachandpur district,4,8758.0
manipur,2023-3Q,thoubal district,3,9675.0
manipur,2023-3Q,tengnoupal district,1,782.0
manipur,2023-3Q,jiribam district,4,23164.0
manipur,2023-3Q,ukhrul district,1,5822.0
manipur,2023-3Q,imphal west district,35,74416.0
manipur,2023-2Q,tamenglong district,3,10701.0
manipur,2023-2Q,kangpokpi district,11,23066.0
manipur,2023-2Q,chandel district,1,3561.0
manipur,2023-2Q,bishnupur district,11,54232.0
manipur,2023-2Q,imphal east district,30,81733.0
manipur,2023-2Q,senapati district,4,14728.0
manipur,2023-2Q,churachandpur district,9,17080.0
manipur,2023-2Q,thoubal district,5,14680.0
manipur,2023-2Q,kakching district,8,24668.0
manipur,2023-2Q,tengnoupal district,1,5809.0
manipur,2023-2Q,jiribam district,3,7179.0
manipur,2023-2Q,imphal west district,37,84234.0
manipur,2023-1Q,kangpokpi district,12,50757.0
manipur,2023-1Q,noney district,2,1472.0
manipur,2023-1Q,imphal east district,47,90627.0
manipur,2023-1Q,thoubal district,10,23968.0
manipur,2023-1Q,kakching district,4,19478.0
manipur,2023-1Q,jiribam district,5,22938.0
manipur,2023-1Q,ukhrul district,5,18296.0
manipur,2023-1Q,tamenglong district,2,4125.0
manipur,2023-1Q,chandel district,9,15346.0
manipur,2023-1Q,bishnupur district,11,31927.0
manipur,2023-1Q,senapati district,9,30067.0
manipur,2023-1Q,churachandpur district,29,75246.0
manipur,2023-1Q,tengnoupal district,8,46764.0
manipur,2023-1Q,imphal west district,69,201073.0
manipur,2020-4Q,kangpokpi district,5,4999.0
manipur,2020-4Q,noney district,1,33.0
manipur,2020-4Q,imphal east district,20,12570.0
manipur,2020-4Q,thoubal district,12,4525.0
manipur,2020-4Q,kakching district,7,1931.0
manipur,2020-4Q,ukhrul district,1,32.0
manipur,2020-4Q,tamenglong district,1,3839.0
manipur,2020-4Q,chandel district,2,1514.0
manipur,2020-4Q,bishnupur district,5,626.0
manipur,2020-4Q,senapati district,3,2586.0
manipur,2020-4Q,pherzawl district,1,32.0
manipur,2020-4Q,churachandpur district,12,7312.0
manipur,2020-4Q,tengnoupal district,2,691.0
manipur,2020-4Q,imphal west district,18,8367.0
manipur,2020-3Q,kangpokpi district,7,1221.0
manipur,2020-3Q,noney district,2,1094.0
manipur,2020-3Q,imphal east district,30,11791.0
manipur,2020-3Q,thoubal district,4,265.0
manipur,2020-3Q,kakching district,12,3715.0
manipur,2020-3Q,jiribam district,5,1671.0
manipur,2020-3Q,ukhrul district,4,1613.0
manipur,2020-3Q,tamenglong district,2,314.0
manipur,2020-3Q,chandel district,2,484.0
manipur,2020-3Q,bishnupur district,12,4417.0
manipur,2020-3Q,senapati district,1,33.0
manipur,2020-3Q,churachandpur district,6,1293.0
manipur,2020-3Q,tengnoupal district,2,871.0
manipur,2020-3Q,imphal west district,45,16382.0
manipur,2020-2Q,tamenglong district,1,233.0
manipur,2020-2Q,chandel district,1,231.0
manipur,2020-2Q,bishnupur district,3,739.0
manipur,2020-2Q,imphal east district,11,1757.0
manipur,2020-2Q,senapati district,1,282.0
manipur,2020-2Q,churachandpur district,7,2480.0
manipur,2020-2Q,thoubal district,6,1406.0
manipur,2020-2Q,kakching district,3,760.0
manipur,2020-2Q,tengnoupal district,3,693.0
manipur,2020-2Q,ukhrul district,3,688.0
manipur,2020-2Q,imphal west district,16,3285.0
jharkhand,2024-2Q,ramgarh district,765,1104446.0
jharkhand,2024-2Q,ranchi district,4661,7298351.0
jharkhand,2024-2Q,east singhbhum district,4022,5532150.0
jharkhand,2024-2Q,jamtara district,181,250214.0
jharkhand,2024-2Q,dumka district,294,401701.0
jharkhand,2024-2Q,koderma district,232,357044.0
jharkhand,2024-2Q,hazaribagh district,760,1367112.0
jharkhand,2024-2Q,simdega district,128,167401.0
jharkhand,2024-2Q,garhwa district,417,531070.0
jharkhand,2024-2Q,saraikela kharsawan district,1189,1559768.0
jharkhand,2024-2Q,gumla district,204,351324.0
jharkhand,2024-2Q,chatra district,290,391348.0
jharkhand,2024-2Q,khunti district,163,242522.0
jharkhand,2024-2Q,dhanbad district,2818,3833061.0
jharkhand,2024-2Q,godda district,433,599757.0
jharkhand,2024-2Q,deoghar district,651,1072013.0
jharkhand,2024-2Q,palamu district,825,1134267.0
jharkhand,2024-2Q,latehar district,228,324278.0
jharkhand,2024-2Q,west singhbhum district,542,843112.0
jharkhand,2024-2Q,pakur district,205,301813.0
jharkhand,2024-2Q,lohardaga district,136,201748.0
jharkhand,2024-2Q,sahebganj district,314,403116.0
jharkhand,2024-2Q,giridih district,604,922936.0
jharkhand,2024-2Q,bokaro district,2162,3054577.0
jharkhand,2024-1Q,ramgarh district,821,1168156.0
jharkhand,2024-1Q,ranchi district,4909,7487602.0
jharkhand,2024-1Q,east singhbhum district,4224,5638498.0
jharkhand,2024-1Q,jamtara district,214,255596.0
jharkhand,2024-1Q,dumka district,363,439857.0
jharkhand,2024-1Q,koderma district,308,361723.0
jharkhand,2024-1Q,hazaribagh district,787,1333311.0
jharkhand,2024-1Q,simdega district,209,308899.0
jharkhand,2024-1Q,garhwa district,520,711770.0
jharkhand,2024-1Q,saraikela kharsawan district,1403,1691795.0
jharkhand,2024-1Q,gumla district,281,390441.0
jharkhand,2024-1Q,chatra district,283,354070.0
jharkhand,2024-1Q,khunti district,239,396446.0
jharkhand,2024-1Q,dhanbad district,3509,4659985.0
jharkhand,2024-1Q,godda district,399,546477.0
jharkhand,2024-1Q,deoghar district,751,987012.0
jharkhand,2024-1Q,palamu district,1042,1334866.0
jharkhand,2024-1Q,latehar district,357,387539.0
jharkhand,2024-1Q,west singhbhum district,587,804182.0
jharkhand,2024-1Q,pakur district,184,207219.0
jharkhand,2024-1Q,lohardaga district,172,236726.0
jharkhand,2024-1Q,sahebganj district,316,352891.0
jharkhand,2024-1Q,giridih district,654,837074.0
jharkhand,2024-1Q,bokaro district,2292,3440855.0
jharkhand,2021-4Q,ramgarh district,355,479936.0
jharkhand,2021-4Q,ranchi district,2151,2693792.0
jharkhand,2021-4Q,east singhbhum district,1241,1587274.0
jharkhand,2021-4Q,jamtara district,53,78716.0
jharkhand,2021-4Q,dumka district,122,156949.0
jharkhand,2021-4Q,koderma district,112,128101.0
jharkhand,2021-4Q,hazaribagh district,276,496461.0
jharkhand,2021-4Q,simdega district,73,95839.0
jharkhand,2021-4Q,garhwa district,165,214695.0
jharkhand,2021-4Q,saraikela kharsawan district,332,403274.0
jharkhand,2021-4Q,gumla district,100,172701.0
jharkhand,2021-4Q,chatra district,71,112169.0
jharkhand,2021-4Q,khunti district,125,130221.0
jharkhand,2021-4Q,dhanbad district,1022,1522634.0
jharkhand,2021-4Q,godda district,113,143720.0
jharkhand,2021-4Q,deoghar district,235,250418.0
jharkhand,2021-4Q,palamu district,479,537986.0
jharkhand,2021-4Q,latehar district,80,92996.0
jharkhand,2021-4Q,west singhbhum district,210,282927.0
jharkhand,2021-4Q,pakur district,65,57733.0
jharkhand,2021-4Q,lohardaga district,97,121817.0
jharkhand,2021-4Q,sahebganj district,83,100522.0
jharkhand,2021-4Q,giridih district,254,311822.0
jharkhand,2021-4Q,bokaro district,651,1017720.0
jharkhand,2021-3Q,ramgarh district,238,272231.0
jharkhand,2021-3Q,ranchi district,1484,1611727.0
jharkhand,2021-3Q,east singhbhum district,963,921561.0
jharkhand,2021-3Q,jamtara district,34,31389.0
jharkhand,2021-3Q,dumka district,86,132763.0
jharkhand,2021-3Q,koderma district,108,88713.0
jharkhand,2021-3Q,hazaribagh district,282,274354.0
jharkhand,2021-3Q,simdega district,34,43312.0
jharkhand,2021-3Q,garhwa district,145,125641.0
jharkhand,2021-3Q,saraikela kharsawan district,241,241991.0
jharkhand,2021-3Q,gumla district,62,75267.0
jharkhand,2021-3Q,chatra district,96,89477.0
jharkhand,2021-3Q,khunti district,89,131108.0
jharkhand,2021-3Q,dhanbad district,820,813608.0
jharkhand,2021-3Q,godda district,94,101288.0
jharkhand,2021-3Q,deoghar district,179,159871.0
jharkhand,2021-3Q,palamu district,606,672846.0
jharkhand,2021-3Q,latehar district,75,91517.0
jharkhand,2021-3Q,west singhbhum district,124,171002.0
jharkhand,2021-3Q,pakur district,32,47606.0
jharkhand,2021-3Q,lohardaga district,152,76185.0
jharkhand,2021-3Q,sahebganj district,58,67062.0
jharkhand,2021-3Q,giridih district,194,175791.0
jharkhand,2021-3Q,bokaro district,598,629738.0
jharkhand,2021-2Q,ramgarh district,191,199495.0
jharkhand,2021-2Q,ranchi district,1116,1206771.0
jharkhand,2021-2Q,east singhbhum district,789,715258.0
jharkhand,2021-2Q,jamtara district,28,14300.0
jharkhand,2021-2Q,dumka district,81,66777.0
jharkhand,2021-2Q,koderma district,123,99393.0
jharkhand,2021-2Q,hazaribagh district,236,199302.0
jharkhand,2021-2Q,simdega district,50,56762.0
jharkhand,2021-2Q,garhwa district,159,161183.0
jharkhand,2021-2Q,saraikela kharsawan district,190,136575.0
jharkhand,2021-2Q,gumla district,60,57744.0
jharkhand,2021-2Q,chatra district,92,82667.0
jharkhand,2021-2Q,khunti district,47,60531.0
jharkhand,2021-2Q,dhanbad district,562,542379.0
jharkhand,2021-2Q,godda district,115,114144.0
jharkhand,2021-2Q,deoghar district,141,167411.0
jharkhand,2021-2Q,palamu district,248,225217.0
jharkhand,2021-2Q,latehar district,61,72491.0
jharkhand,2021-2Q,west singhbhum district,86,105481.0
jharkhand,2021-2Q,pakur district,58,52634.0
jharkhand,2021-2Q,lohardaga district,72,56969.0
jharkhand,2021-2Q,sahebganj district,73,77008.0
jharkhand,2021-2Q,giridih district,197,191694.0
jharkhand,2021-2Q,bokaro district,405,422044.0
jharkhand,2021-1Q,ramgarh district,204,131405.0
jharkhand,2021-1Q,ranchi district,1026,734770.0
jharkhand,2021-1Q,east singhbhum district,625,404402.0
jharkhand,2021-1Q,jamtara district,38,18540.0
jharkhand,2021-1Q,dumka district,80,49753.0
jharkhand,2021-1Q,koderma district,105,70712.0
