state, date, name, count, amount
jammu-&-kashmir,2021-1Q,kishtwar district,8,909.0
jammu-&-kashmir,2021-1Q,pulwama district,38,51363.0
jammu-&-kashmir,2021-1Q,ramban district,14,31961.0
jammu-&-kashmir,2021-1Q,rajouri district,34,31011.0
jammu-&-kashmir,2021-1Q,kulgam district,13,27494.0
jammu-&-kashmir,2021-1Q,budgam district,38,48723.0
jammu-&-kashmir,2021-1Q,anantnag district,46,90513.0
jammu-&-kashmir,2021-1Q,kupwara district,33,46267.0
jammu-&-kashmir,2022-4Q,muzaffarabad district,3,9604.0
jammu-&-kashmir,2022-4Q,doda district,118,266240.0
jammu-&-kashmir,2022-4Q,samba district,356,656320.0
jammu-&-kashmir,2022-4Q,mirpur district,25,51068.0
jammu-&-kashmir,2022-4Q,srinagar district,471,926220.0
jammu-&-kashmir,2022-4Q,baramulla district,171,452532.0
jammu-&-kashmir,2022-4Q,jammu district,1879,3260604.0
jammu-&-kashmir,2022-4Q,ganderbal district,38,82168.0
jammu-&-kashmir,2022-4Q,udhampur district,286,561757.0
jammu-&-kashmir,2022-4Q,bandipore district,54,140579.0
jammu-&-kashmir,2022-4Q,reasi district,124,240637.0
jammu-&-kashmir,2022-4Q,shopian district,59,173169.0
jammu-&-kashmir,2022-4Q,poonch district,88,213470.0
jammu-&-kashmir,2022-4Q,kathua district,254,545133.0
jammu-&-kashmir,2022-4Q,kishtwar district,62,97461.0
jammu-&-kashmir,2022-4Q,pulwama district,183,400652.0
jammu-&-kashmir,2022-4Q,ramban district,40,97082.0
jammu-&-kashmir,2022-4Q,rajouri district,167,352179.0
jammu-&-kashmir,2022-4Q,kulgam district,81,182823.0
jammu-&-kashmir,2022-4Q,budgam district,186,484368.0
jammu-&-kashmir,2022-4Q,anantnag district,273,607958.0
jammu-&-kashmir,2022-4Q,kupwara district,113,309159.0
jammu-&-kashmir,2022-3Q,muzaffarabad district,1,56.0
jammu-&-kashmir,2022-3Q,doda district,115,211141.0
jammu-&-kashmir,2022-3Q,samba district,292,442303.0
jammu-&-kashmir,2022-3Q,mirpur district,20,24984.0
jammu-&-kashmir,2022-3Q,srinagar district,504,908586.0
jammu-&-kashmir,2022-3Q,baramulla district,131,268011.0
jammu-&-kashmir,2022-3Q,jammu district,1674,2443103.0
jammu-&-kashmir,2022-3Q,ganderbal district,50,99812.0
jammu-&-kashmir,2022-3Q,udhampur district,266,394002.0
jammu-&-kashmir,2022-3Q,bandipore district,52,140927.0
jammu-&-kashmir,2022-3Q,reasi district,140,247331.0
jammu-&-kashmir,2022-3Q,shopian district,59,90368.0
jammu-&-kashmir,2022-3Q,poonch district,79,172947.0
jammu-&-kashmir,2022-3Q,kathua district,342,529015.0
jammu-&-kashmir,2022-3Q,kishtwar district,64,163254.0
jammu-&-kashmir,2022-3Q,pulwama district,162,308696.0
jammu-&-kashmir,2022-3Q,ramban district,58,126047.0
jammu-&-kashmir,2022-3Q,rajouri district,139,303672.0
jammu-&-kashmir,2022-3Q,kulgam district,73,196641.0
jammu-&-kashmir,2022-3Q,budgam district,251,519645.0
jammu-&-kashmir,2022-3Q,anantnag district,219,442368.0
jammu-&-kashmir,2022-3Q,kupwara district,103,248917.0
jammu-&-kashmir,2022-2Q,muzaffarabad district,3,6048.0
jammu-&-kashmir,2022-2Q,doda district,72,187923.0
jammu-&-kashmir,2022-2Q,samba district,208,380723.0
jammu-&-kashmir,2022-2Q,mirpur district,7,8857.0
jammu-&-kashmir,2022-2Q,srinagar district,528,967474.0
jammu-&-kashmir,2022-2Q,baramulla district,180,366809.0
jammu-&-kashmir,2022-2Q,jammu district,1181,1988901.0
jammu-&-kashmir,2022-2Q,ganderbal district,38,79233.0
jammu-&-kashmir,2022-2Q,udhampur district,193,322630.0
jammu-&-kashmir,2022-2Q,bandipore district,46,126244.0
jammu-&-kashmir,2022-2Q,reasi district,88,136751.0
jammu-&-kashmir,2022-2Q,shopian district,75,172190.0
jammu-&-kashmir,2022-2Q,poonch district,81,144338.0
jammu-&-kashmir,2022-2Q,kathua district,204,445358.0
jammu-&-kashmir,2022-2Q,kishtwar district,50,100544.0
jammu-&-kashmir,2022-2Q,pulwama district,199,408613.0
jammu-&-kashmir,2022-2Q,ramban district,37,106990.0
jammu-&-kashmir,2022-2Q,rajouri district,111,235383.0
jammu-&-kashmir,2022-2Q,kulgam district,106,220085.0
jammu-&-kashmir,2022-2Q,budgam district,259,512454.0
jammu-&-kashmir,2022-2Q,anantnag district,263,539003.0
jammu-&-kashmir,2022-2Q,kupwara district,142,273241.0
jammu-&-kashmir,2022-1Q,doda district,66,200819.0
jammu-&-kashmir,2022-1Q,samba district,141,336914.0
jammu-&-kashmir,2022-1Q,mirpur district,2,5326.0
jammu-&-kashmir,2022-1Q,srinagar district,399,734819.0
jammu-&-kashmir,2022-1Q,baramulla district,171,348488.0
jammu-&-kashmir,2022-1Q,jammu district,974,1927670.0
jammu-&-kashmir,2022-1Q,ganderbal district,38,85839.0
jammu-&-kashmir,2022-1Q,udhampur district,142,306421.0
jammu-&-kashmir,2022-1Q,bandipore district,50,153502.0
jammu-&-kashmir,2022-1Q,reasi district,69,165808.0
jammu-&-kashmir,2022-1Q,shopian district,119,223541.0
jammu-&-kashmir,2022-1Q,poonch district,42,88435.0
jammu-&-kashmir,2022-1Q,kathua district,184,442387.0
jammu-&-kashmir,2022-1Q,kishtwar district,33,78143.0
jammu-&-kashmir,2022-1Q,pulwama district,265,464390.0
jammu-&-kashmir,2022-1Q,ramban district,32,109268.0
jammu-&-kashmir,2022-1Q,rajouri district,72,171099.0
jammu-&-kashmir,2022-1Q,kulgam district,94,239998.0
jammu-&-kashmir,2022-1Q,budgam district,252,394334.0
jammu-&-kashmir,2022-1Q,anantnag district,356,523325.0
jammu-&-kashmir,2022-1Q,kupwara district,83,243741.0
jammu-&-kashmir,2023-4Q,doda district,189,409244.0
jammu-&-kashmir,2023-4Q,samba district,402,894382.0
jammu-&-kashmir,2023-4Q,mirpur district,26,65653.0
jammu-&-kashmir,2023-4Q,srinagar district,537,1200208.0
jammu-&-kashmir,2023-4Q,baramulla district,197,547589.0
jammu-&-kashmir,2023-4Q,jammu district,2185,4418006.0
jammu-&-kashmir,2023-4Q,ganderbal district,47,94791.0
jammu-&-kashmir,2023-4Q,udhampur district,450,883613.0
jammu-&-kashmir,2023-4Q,bandipore district,63,159820.0
jammu-&-kashmir,2023-4Q,reasi district,171,400644.0
jammu-&-kashmir,2023-4Q,shopian district,55,175492.0
jammu-&-kashmir,2023-4Q,poonch district,144,358098.0
jammu-&-kashmir,2023-4Q,kathua district,445,915976.0
jammu-&-kashmir,2023-4Q,kishtwar district,137,269578.0
jammu-&-kashmir,2023-4Q,pulwama district,142,377116.0
jammu-&-kashmir,2023-4Q,ramban district,77,195756.0
jammu-&-kashmir,2023-4Q,rajouri district,226,468990.0
jammu-&-kashmir,2023-4Q,kulgam district,110,316316.0
jammu-&-kashmir,2023-4Q,budgam district,278,678542.0
jammu-&-kashmir,2023-4Q,anantnag district,223,695092.0
jammu-&-kashmir,2023-4Q,kupwara district,160,407403.0
jammu-&-kashmir,2023-3Q,doda district,140,307395.0
jammu-&-kashmir,2023-3Q,samba district,289,642825.0
jammu-&-kashmir,2023-3Q,mirpur district,22,71881.0
jammu-&-kashmir,2023-3Q,srinagar district,583,1097144.0
jammu-&-kashmir,2023-3Q,baramulla district,197,510511.0
jammu-&-kashmir,2023-3Q,jammu district,1802,2956782.0
jammu-&-kashmir,2023-3Q,ganderbal district,64,174877.0
jammu-&-kashmir,2023-3Q,udhampur district,321,537296.0
jammu-&-kashmir,2023-3Q,bandipore district,69,144739.0
jammu-&-kashmir,2023-3Q,reasi district,137,289816.0
jammu-&-kashmir,2023-3Q,shopian district,61,118915.0
jammu-&-kashmir,2023-3Q,poonch district,147,342884.0
jammu-&-kashmir,2023-3Q,kathua district,332,661848.0
jammu-&-kashmir,2023-3Q,kishtwar district,110,251088.0
jammu-&-kashmir,2023-3Q,pulwama district,176,445019.0
jammu-&-kashmir,2023-3Q,ramban district,83,258748.0
jammu-&-kashmir,2023-3Q,rajouri district,163,355757.0
jammu-&-kashmir,2023-3Q,kulgam district,79,222947.0
jammu-&-kashmir,2023-3Q,budgam district,316,636758.0
jammu-&-kashmir,2023-3Q,anantnag district,232,614771.0
jammu-&-kashmir,2023-3Q,kupwara district,130,333873.0
jammu-&-kashmir,2023-2Q,muzaffarabad district,1,6952.0
jammu-&-kashmir,2023-2Q,doda district,143,310246.0
jammu-&-kashmir,2023-2Q,samba district,332,644903.0
jammu-&-kashmir,2023-2Q,mirpur district,15,29201.0
jammu-&-kashmir,2023-2Q,srinagar district,683,1303991.0
jammu-&-kashmir,2023-2Q,baramulla district,215,592287.0
jammu-&-kashmir,2023-2Q,jammu district,1710,3178077.0
jammu-&-kashmir,2023-2Q,ganderbal district,69,169949.0
jammu-&-kashmir,2023-2Q,udhampur district,276,517843.0
jammu-&-kashmir,2023-2Q,bandipore district,59,131745.0
jammu-&-kashmir,2023-2Q,reasi district,129,259277.0
jammu-&-kashmir,2023-2Q,shopian district,74,190895.0
jammu-&-kashmir,2023-2Q,poonch district,99,204724.0
jammu-&-kashmir,2023-2Q,kathua district,263,596557.0
jammu-&-kashmir,2023-2Q,kishtwar district,57,113660.0
jammu-&-kashmir,2023-2Q,pulwama district,170,435195.0
jammu-&-kashmir,2023-2Q,ramban district,51,90890.0
jammu-&-kashmir,2023-2Q,rajouri district,134,359591.0
jammu-&-kashmir,2023-2Q,kulgam district,143,316687.0
jammu-&-kashmir,2023-2Q,budgam district,275,617323.0
jammu-&-kashmir,2023-2Q,anantnag district,219,549864.0
jammu-&-kashmir,2023-2Q,kupwara district,145,354982.0
jammu-&-kashmir,2023-1Q,muzaffarabad district,3,3988.0
jammu-&-kashmir,2023-1Q,doda district,96,225252.0
jammu-&-kashmir,2023-1Q,samba district,277,599467.0
jammu-&-kashmir,2023-1Q,mirpur district,12,27903.0
jammu-&-kashmir,2023-1Q,srinagar district,470,1055223.0
jammu-&-kashmir,2023-1Q,baramulla district,147,422741.0
jammu-&-kashmir,2023-1Q,jammu district,1657,3092481.0
jammu-&-kashmir,2023-1Q,ganderbal district,49,128223.0
jammu-&-kashmir,2023-1Q,udhampur district,238,544808.0
jammu-&-kashmir,2023-1Q,bandipore district,67,196095.0
jammu-&-kashmir,2023-1Q,reasi district,120,277347.0
jammu-&-kashmir,2023-1Q,shopian district,69,209705.0
jammu-&-kashmir,2023-1Q,poonch district,89,149158.0
jammu-&-kashmir,2023-1Q,kathua district,224,506261.0
jammu-&-kashmir,2023-1Q,kishtwar district,72,168872.0
jammu-&-kashmir,2023-1Q,pulwama district,148,381535.0
jammu-&-kashmir,2023-1Q,ramban district,39,118120.0
jammu-&-kashmir,2023-1Q,rajouri district,104,246115.0
jammu-&-kashmir,2023-1Q,kulgam district,113,374422.0
jammu-&-kashmir,2023-1Q,budgam district,201,561024.0
jammu-&-kashmir,2023-1Q,anantnag district,250,657402.0
jammu-&-kashmir,2023-1Q,kupwara district,110,329735.0
jammu-&-kashmir,2020-4Q,doda district,9,10047.0
jammu-&-kashmir,2020-4Q,samba district,55,52801.0
jammu-&-kashmir,2020-4Q,mirpur district,2,2612.0
jammu-&-kashmir,2020-4Q,srinagar district,48,71117.0
jammu-&-kashmir,2020-4Q,baramulla district,29,26838.0
jammu-&-kashmir,2020-4Q,jammu district,220,234831.0
jammu-&-kashmir,2020-4Q,ganderbal district,7,11507.0
jammu-&-kashmir,2020-4Q,udhampur district,39,38569.0
jammu-&-kashmir,2020-4Q,bandipore district,8,6649.0
jammu-&-kashmir,2020-4Q,reasi district,34,26958.0
jammu-&-kashmir,2020-4Q,shopian district,2,5368.0
jammu-&-kashmir,2020-4Q,poonch district,23,26902.0
jammu-&-kashmir,2020-4Q,kathua district,42,48827.0
jammu-&-kashmir,2020-4Q,kishtwar district,6,16741.0
jammu-&-kashmir,2020-4Q,pulwama district,14,17539.0
jammu-&-kashmir,2020-4Q,ramban district,9,7703.0
jammu-&-kashmir,2020-4Q,rajouri district,19,12775.0
jammu-&-kashmir,2020-4Q,kulgam district,6,15663.0
jammu-&-kashmir,2020-4Q,budgam district,26,47506.0
jammu-&-kashmir,2020-4Q,anantnag district,23,32801.0
jammu-&-kashmir,2020-4Q,kupwara district,26,21107.0
jammu-&-kashmir,2020-3Q,doda district,7,1095.0
jammu-&-kashmir,2020-3Q,samba district,26,7652.0
jammu-&-kashmir,2020-3Q,srinagar district,37,12500.0
jammu-&-kashmir,2020-3Q,baramulla district,31,7873.0
jammu-&-kashmir,2020-3Q,jammu district,178,57768.0
jammu-&-kashmir,2020-3Q,ganderbal district,7,2398.0
jammu-&-kashmir,2020-3Q,udhampur district,15,2284.0
jammu-&-kashmir,2020-3Q,bandipore district,4,761.0
jammu-&-kashmir,2020-3Q,reasi district,14,5059.0
jammu-&-kashmir,2020-3Q,shopian district,3,383.0
jammu-&-kashmir,2020-3Q,poonch district,3,1058.0
jammu-&-kashmir,2020-3Q,kathua district,25,6856.0
jammu-&-kashmir,2020-3Q,kishtwar district,1,166.0
jammu-&-kashmir,2020-3Q,pulwama district,11,2994.0
jammu-&-kashmir,2020-3Q,ramban district,10,3343.0
jammu-&-kashmir,2020-3Q,rajouri district,18,4443.0
jammu-&-kashmir,2020-3Q,kulgam district,5,3014.0
jammu-&-kashmir,2020-3Q,budgam district,23,6888.0
jammu-&-kashmir,2020-3Q,anantnag district,8,1194.0
jammu-&-kashmir,2020-3Q,kupwara district,15,5610.0
jammu-&-kashmir,2020-2Q,doda district,4,693.0
jammu-&-kashmir,2020-2Q,samba district,12,2538.0
jammu-&-kashmir,2020-2Q,srinagar district,13,3764.0
jammu-&-kashmir,2020-2Q,baramulla district,8,2309.0
jammu-&-kashmir,2020-2Q,jammu district,90,20793.0
jammu-&-kashmir,2020-2Q,ganderbal district,1,231.0
jammu-&-kashmir,2020-2Q,udhampur district,15,3721.0
jammu-&-kashmir,2020-2Q,bandipore district,1,226.0
jammu-&-kashmir,2020-2Q,reasi district,7,1356.0
jammu-&-kashmir,2020-2Q,kathua district,9,2171.0
jammu-&-kashmir,2020-2Q,kishtwar district,5,1027.0
jammu-&-kashmir,2020-2Q,pulwama district,6,1637.0
jammu-&-kashmir,2020-2Q,ramban district,4,1401.0
jammu-&-kashmir,2020-2Q,rajouri district,10,1961.0
jammu-&-kashmir,2020-2Q,kulgam district,1,231.0
jammu-&-kashmir,2020-2Q,budgam district,4,1699.0
jammu-&-kashmir,2020-2Q,anantnag district,5,1057.0
jammu-&-kashmir,2020-2Q,kupwara district,11,1669.0
ladakh,2024-2Q,kargil district,99,303519.0
ladakh,2024-2Q,leh ladakh district,316,660830.0
ladakh,2024-1Q,kargil district,65,135370.0
ladakh,2024-1Q,leh ladakh district,226,479065.0
ladakh,2021-4Q,kargil district,18,38692.0
ladakh,2021-4Q,leh ladakh district,58,157274.0
ladakh,2021-3Q,kargil district,16,23756.0
ladakh,2021-3Q,leh ladakh district,176,150296.0
ladakh,2021-2Q,kargil district,12,32158.0
ladakh,2021-2Q,leh ladakh district,34,54093.0
ladakh,2021-1Q,kargil district,10,4568.0
ladakh,2021-1Q,leh ladakh district,22,29962.0
ladakh,2022-4Q,kargil district,37,90767.0
ladakh,2022-4Q,leh ladakh district,125,319324.0
ladakh,2022-3Q,kargil district,28,79539.0
ladakh,2022-3Q,leh ladakh district,109,290203.0
ladakh,2022-2Q,kargil district,37,67078.0
ladakh,2022-2Q,leh ladakh district,76,202368.0
ladakh,2022-1Q,kargil district,25,55961.0
ladakh,2022-1Q,leh ladakh district,50,137974.0
ladakh,2023-4Q,kargil district,38,114419.0
ladakh,2023-4Q,leh ladakh district,204,604548.0
ladakh,2023-3Q,kargil district,47,107009.0
ladakh,2023-3Q,leh ladakh district,185,542018.0
ladakh,2023-2Q,kargil district,46,124697.0
ladakh,2023-2Q,leh ladakh district,169,511134.0
ladakh,2023-1Q,kargil district,49,132469.0
ladakh,2023-1Q,leh ladakh district,112,363267.0
ladakh,2020-4Q,kargil district,2,575.0
ladakh,2020-4Q,leh ladakh district,25,33631.0
ladakh,2020-3Q,kargil district,15,5884.0
ladakh,2020-3Q,leh ladakh district,18,4376.0
ladakh,2020-2Q,kargil district,11,1845.0
ladakh,2020-2Q,leh ladakh district,3,693.0
telangana,2024-2Q,narayanpet district,137,186688.0
telangana,2024-2Q,nalgonda district,1286,1768007.0
telangana,2024-2Q,jangaon district,292,475958.0
telangana,2024-2Q,bhadradri kothagudem district,1124,1799362.0
telangana,2024-2Q,warangal rural district,316,384201.0
telangana,2024-2Q,kumuram bheem asifabad district,220,299806.0
telangana,2024-2Q,nizamabad district,947,1490940.0
telangana,2024-2Q,adilabad district,259,351845.0
telangana,2024-2Q,rajanna sircilla district,375,520156.0
telangana,2024-2Q,nagarkurnool district,332,517645.0
telangana,2024-2Q,peddapalle district,952,1415880.0
telangana,2024-2Q,nirmal district,394,503616.0
telangana,2024-2Q,mahabubabad district,331,393058.0
telangana,2024-2Q,sangareddy district,3410,6286518.0
telangana,2024-2Q,wanaparthy district,159,258493.0
telangana,2024-2Q,vikarabad district,351,536585.0
telangana,2024-2Q,jagtial district,618,1031067.0
telangana,2024-2Q,yadadri bhuvanagiri district,593,965607.0
telangana,2024-2Q,medak district,373,512199.0
telangana,2024-2Q,mahbubnagar district,523,967826.0
telangana,2024-2Q,jaya shankar bhalupally district,261,402222.0
telangana,2024-2Q,warangal urban district,1981,3125808.0
telangana,2024-2Q,rangareddy district,14737,27179956.0
telangana,2024-2Q,hyderabad district,10273,16680628.0
telangana,2024-2Q,suryapet district,767,1116164.0
telangana,2024-2Q,jogulamba gadwal district,208,302748.0
telangana,2024-2Q,kamareddy district,479,697362.0
telangana,2024-2Q,mulugu district,126,170576.0
telangana,2024-2Q,medchal malkajgiri district,11218,19700267.0
telangana,2024-2Q,karimnagar district,1091,1614647.0
telangana,2024-2Q,mancherial district,959,1318494.0
telangana,2024-2Q,siddipet district,700,1094174.0
telangana,2024-2Q,khammam district,1149,1968801.0
telangana,2024-1Q,narayanpet district,180,232414.0
telangana,2024-1Q,nalgonda district,1761,2405921.0
telangana,2024-1Q,jangaon district,358,612009.0
telangana,2024-1Q,bhadradri kothagudem district,1519,2237078.0
telangana,2024-1Q,warangal rural district,401,436454.0
telangana,2024-1Q,kumuram bheem asifabad district,339,379412.0
telangana,2024-1Q,nizamabad district,952,1345940.0
telangana,2024-1Q,adilabad district,295,438567.0
telangana,2024-1Q,rajanna sircilla district,488,548363.0
telangana,2024-1Q,nagarkurnool district,369,389651.0
telangana,2024-1Q,peddapalle district,1234,1767293.0
telangana,2024-1Q,nirmal district,470,695111.0
telangana,2024-1Q,mahabubabad district,381,431631.0
telangana,2024-1Q,sangareddy district,3929,5817730.0
telangana,2024-1Q,wanaparthy district,215,308143.0
telangana,2024-1Q,vikarabad district,429,663275.0
telangana,2024-1Q,jagtial district,750,1120664.0
telangana,2024-1Q,yadadri bhuvanagiri district,675,978018.0
telangana,2024-1Q,medak district,490,616983.0
telangana,2024-1Q,mahbubnagar district,635,1098607.0
telangana,2024-1Q,jaya shankar bhalupally district,351,531801.0
telangana,2024-1Q,warangal urban district,2456,3587490.0
telangana,2024-1Q,rangareddy district,16320,28043767.0
telangana,2024-1Q,hyderabad district,11966,18583125.0
telangana,2024-1Q,suryapet district,1082,1516959.0
telangana,2024-1Q,jogulamba gadwal district,357,424099.0
telangana,2024-1Q,kamareddy district,604,677264.0
telangana,2024-1Q,mulugu district,172,229765.0
telangana,2024-1Q,medchal malkajgiri district,13170,22159517.0
telangana,2024-1Q,karimnagar district,1422,2147320.0
telangana,2024-1Q,mancherial district,1273,1841154.0
telangana,2024-1Q,siddipet district,841,1243875.0
telangana,2024-1Q,khammam district,1504,2098139.0
telangana,2021-4Q,narayanpet district,83,74848.0
telangana,2021-4Q,nalgonda district,631,888187.0
telangana,2021-4Q,jangaon district,313,351017.0
telangana,2021-4Q,bhadradri kothagudem district,840,953767.0
telangana,2021-4Q,warangal rural district,366,390215.0
telangana,2021-4Q,kumuram bheem asifabad district,180,197254.0
telangana,2021-4Q,nizamabad district,666,714224.0
telangana,2021-4Q,adilabad district,220,195452.0
telangana,2021-4Q,rajanna sircilla district,223,246999.0
telangana,2021-4Q,nagarkurnool district,227,264535.0
telangana,2021-4Q,peddapalle district,666,805934.0
telangana,2021-4Q,nirmal district,328,366030.0
telangana,2021-4Q,mahabubabad district,335,300454.0
telangana,2021-4Q,sangareddy district,1219,1921406.0
telangana,2021-4Q,wanaparthy district,157,126321.0
telangana,2021-4Q,vikarabad district,277,241693.0
telangana,2021-4Q,jagtial district,537,649577.0
telangana,2021-4Q,yadadri bhuvanagiri district,176,276107.0
telangana,2021-4Q,medak district,149,255333.0
telangana,2021-4Q,mahbubnagar district,334,387296.0
telangana,2021-4Q,jaya shankar bhalupally district,171,216354.0
telangana,2021-4Q,warangal urban district,2289,2254395.0
telangana,2021-4Q,rangareddy district,6835,7932450.0
telangana,2021-4Q,hyderabad district,7016,7001072.0
telangana,2021-4Q,suryapet district,402,563471.0
telangana,2021-4Q,jogulamba gadwal district,128,135778.0
telangana,2021-4Q,kamareddy district,305,263050.0
telangana,2021-4Q,mulugu district,105,105497.0
telangana,2021-4Q,medchal malkajgiri district,6553,7341035.0
telangana,2021-4Q,karimnagar district,962,970635.0
telangana,2021-4Q,mancherial district,814,909975.0
telangana,2021-4Q,siddipet district,287,385987.0
telangana,2021-4Q,khammam district,1054,1159144.0
telangana,2021-3Q,narayanpet district,70,81688.0
telangana,2021-3Q,nalgonda district,822,627098.0
telangana,2021-3Q,jangaon district,167,126594.0
telangana,2021-3Q,bhadradri kothagudem district,538,391835.0
telangana,2021-3Q,warangal rural district,271,221048.0
telangana,2021-3Q,kumuram bheem asifabad district,102,81939.0
telangana,2021-3Q,nizamabad district,545,423866.0
telangana,2021-3Q,adilabad district,218,220848.0
telangana,2021-3Q,rajanna sircilla district,195,122961.0
telangana,2021-3Q,nagarkurnool district,216,147783.0
telangana,2021-3Q,peddapalle district,478,312108.0
telangana,2021-3Q,nirmal district,315,274664.0
telangana,2021-3Q,mahabubabad district,211,140779.0
telangana,2021-3Q,sangareddy district,1257,1064357.0
telangana,2021-3Q,wanaparthy district,151,137536.0
telangana,2021-3Q,vikarabad district,222,161543.0
telangana,2021-3Q,jagtial district,326,318612.0
telangana,2021-3Q,yadadri bhuvanagiri district,398,314804.0
telangana,2021-3Q,medak district,216,150441.0
telangana,2021-3Q,mahbubnagar district,295,239626.0
telangana,2021-3Q,jaya shankar bhalupally district,136,100024.0
telangana,2021-3Q,warangal urban district,1340,967149.0
telangana,2021-3Q,rangareddy district,5064,4209112.0
telangana,2021-3Q,hyderabad district,5201,3813732.0
telangana,2021-3Q,suryapet district,430,280653.0
telangana,2021-3Q,jogulamba gadwal district,119,69084.0
telangana,2021-3Q,kamareddy district,305,211358.0
telangana,2021-3Q,mulugu district,95,75266.0
telangana,2021-3Q,medchal malkajgiri district,4896,3968450.0
telangana,2021-3Q,karimnagar district,760,418556.0
telangana,2021-3Q,mancherial district,539,413727.0
telangana,2021-3Q,siddipet district,400,301496.0
telangana,2021-3Q,khammam district,782,536480.0
telangana,2021-2Q,narayanpet district,95,42077.0
telangana,2021-2Q,nalgonda district,834,548380.0
telangana,2021-2Q,jangaon district,172,137871.0
telangana,2021-2Q,bhadradri kothagudem district,639,529480.0
telangana,2021-2Q,warangal rural district,273,153426.0
telangana,2021-2Q,kumuram bheem asifabad district,126,90201.0
telangana,2021-2Q,nizamabad district,760,463775.0
telangana,2021-2Q,adilabad district,203,118691.0
telangana,2021-2Q,rajanna sircilla district,248,152233.0
telangana,2021-2Q,nagarkurnool district,217,172498.0
telangana,2021-2Q,peddapalle district,435,258873.0
telangana,2021-2Q,nirmal district,361,308414.0
telangana,2021-2Q,mahabubabad district,221,132191.0
telangana,2021-2Q,sangareddy district,1264,979882.0
telangana,2021-2Q,wanaparthy district,124,134246.0
telangana,2021-2Q,vikarabad district,176,147059.0
telangana,2021-2Q,jagtial district,378,320580.0
telangana,2021-2Q,yadadri bhuvanagiri district,294,176127.0
telangana,2021-2Q,medak district,177,101561.0
telangana,2021-2Q,mahbubnagar district,335,244463.0
telangana,2021-2Q,jaya shankar bhalupally district,132,94871.0
telangana,2021-2Q,warangal urban district,1267,944761.0
telangana,2021-2Q,rangareddy district,5618,4515303.0
telangana,2021-2Q,hyderabad district,5616,3945773.0
telangana,2021-2Q,suryapet district,513,355356.0
telangana,2021-2Q,jogulamba gadwal district,179,109914.0
telangana,2021-2Q,kamareddy district,345,225336.0
telangana,2021-2Q,mulugu district,85,80917.0
telangana,2021-2Q,medchal malkajgiri district,5094,3743459.0
telangana,2021-2Q,karimnagar district,786,446639.0
telangana,2021-2Q,mancherial district,535,384223.0
telangana,2021-2Q,siddipet district,422,310232.0
telangana,2021-2Q,khammam district,946,566839.0
telangana,2021-1Q,narayanpet district,127,63895.0
telangana,2021-1Q,nalgonda district,1034,573172.0
telangana,2021-1Q,jangaon district,248,96090.0
telangana,2021-1Q,bhadradri kothagudem district,685,366242.0
telangana,2021-1Q,warangal rural district,371,163692.0
telangana,2021-1Q,kumuram bheem asifabad district,159,95708.0
telangana,2021-1Q,nizamabad district,749,330191.0
telangana,2021-1Q,adilabad district,246,148265.0
telangana,2021-1Q,rajanna sircilla district,240,105084.0
telangana,2021-1Q,nagarkurnool district,326,134952.0
telangana,2021-1Q,peddapalle district,494,245348.0
telangana,2021-1Q,nirmal district,218,150091.0
telangana,2021-1Q,mahabubabad district,364,180196.0
telangana,2021-1Q,sangareddy district,1250,790111.0
telangana,2021-1Q,wanaparthy district,164,59414.0
telangana,2021-1Q,vikarabad district,250,122209.0
telangana,2021-1Q,jagtial district,415,220693.0
telangana,2021-1Q,yadadri bhuvanagiri district,363,166973.0
telangana,2021-1Q,medak district,289,124967.0
telangana,2021-1Q,mahbubnagar district,385,174800.0
telangana,2021-1Q,jaya shankar bhalupally district,210,86316.0
telangana,2021-1Q,warangal urban district,1333,701830.0
telangana,2021-1Q,rangareddy district,4821,2864273.0
telangana,2021-1Q,hyderabad district,5067,2446647.0
telangana,2021-1Q,suryapet district,524,260363.0
telangana,2021-1Q,jogulamba gadwal district,159,49017.0
telangana,2021-1Q,kamareddy district,417,172478.0
telangana,2021-1Q,mulugu district,145,80147.0
telangana,2021-1Q,medchal malkajgiri district,4375,2393448.0
telangana,2021-1Q,karimnagar district,960,472977.0
telangana,2021-1Q,mancherial district,521,264371.0
telangana,2021-1Q,siddipet district,483,246629.0
telangana,2021-1Q,khammam district,906,460358.0
telangana,2022-4Q,narayanpet district,101,163994.0
telangana,2022-4Q,nalgonda district,1431,1845429.0
telangana,2022-4Q,jangaon district,396,538286.0
telangana,2022-4Q,bhadradri kothagudem district,1592,2285868.0
telangana,2022-4Q,warangal rural district,461,563364.0
telangana,2022-4Q,kumuram bheem asifabad district,308,433157.0
telangana,2022-4Q,nizamabad district,952,1334576.0
telangana,2022-4Q,adilabad district,360,428263.0
telangana,2022-4Q,rajanna sircilla district,364,431074.0
telangana,2022-4Q,nagarkurnool district,343,501913.0
telangana,2022-4Q,peddapalle district,1399,1878146.0
telangana,2022-4Q,nirmal district,500,728986.0
telangana,2022-4Q,mahabubabad district,349,443660.0
telangana,2022-4Q,sangareddy district,3439,4978596.0
telangana,2022-4Q,wanaparthy district,162,143898.0
telangana,2022-4Q,vikarabad district,297,524287.0
telangana,2022-4Q,jagtial district,655,932846.0
telangana,2022-4Q,yadadri bhuvanagiri district,526,854500.0
telangana,2022-4Q,medak district,402,499547.0
telangana,2022-4Q,mahbubnagar district,522,794303.0
